,sample_code,station_no,site,seaweed,date,day,month,year,otu_id,abundance
,,,,,,,,,,
12003,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,lanice_conchilega_241,0
,,,,,,,,,,
13073,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_241,0
,,,,,,,,,,
14143,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_241,0
,,,,,,,,,,
15213,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_241,0
,,,,,,,,,,
16283,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,lanice_conchilega_241,0
,,,,,,,,,,
17353,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,lanice_conchilega_241,0
,,,,,,,,,,
18423,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,lanice_conchilega_241,0
,,,,,,,,,,
19493,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,lanice_conchilega_241,0
,,,,,,,,,,
20563,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,lanice_conchilega_241,0
,,,,,,,,,,
21633,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,lanice_conchilega_241,0
,,,,,,,,,,
22703,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_241,0
,,,,,,,,,,
23773,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_241,0
,,,,,,,,,,
24843,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_241,0
,,,,,,,,,,
25913,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,lanice_conchilega_241,0
,,,,,,,,,,
26983,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,lanice_conchilega_241,0
,,,,,,,,,,
28053,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,lanice_conchilega_241,0
,,,,,,,,,,
29123,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,lanice_conchilega_241,0
,,,,,,,,,,
30193,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,lanice_conchilega_241,0
,,,,,,,,,,
31263,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,lanice_conchilega_241,0
,,,,,,,,,,
32333,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,lanice_conchilega_241,0
,,,,,,,,,,
33403,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,lanice_conchilega_241,0
,,,,,,,,,,
34473,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,lanice_conchilega_241,0
,,,,,,,,,,
35543,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,lanice_conchilega_241,0
,,,,,,,,,,
36613,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,lanice_conchilega_241,0
,,,,,,,,,,
37683,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,lanice_conchilega_241,0
,,,,,,,,,,
38753,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,lanice_conchilega_241,NA
,,,,,,,,,,
39823,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,lanice_conchilega_241,NA
,,,,,,,,,,
40893,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,lanice_conchilega_241,NA
,,,,,,,,,,
41963,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,lanice_conchilega_241,0
,,,,,,,,,,
43033,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,lanice_conchilega_241,0
,,,,,,,,,,
44103,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,lanice_conchilega_241,0
,,,,,,,,,,
45173,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,lanice_conchilega_241,0
,,,,,,,,,,
46243,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,lanice_conchilega_241,0
,,,,,,,,,,
47313,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,lanice_conchilega_241,0
,,,,,,,,,,
48383,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,lanice_conchilega_241,0
,,,,,,,,,,
49453,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,lanice_conchilega_241,0
,,,,,,,,,,
50523,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,lanice_conchilega_241,0
,,,,,,,,,,
51593,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,lanice_conchilega_241,0
,,,,,,,,,,
52663,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,lanice_conchilega_241,0
,,,,,,,,,,
53733,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,lanice_conchilega_241,0
,,,,,,,,,,
54803,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,lanice_conchilega_241,0
,,,,,,,,,,
55873,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,lanice_conchilega_241,0
,,,,,,,,,,
56943,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,lanice_conchilega_241,0
,,,,,,,,,,
58013,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,lanice_conchilega_241,0
,,,,,,,,,,
59083,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,lanice_conchilega_241,0
,,,,,,,,,,
60153,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,lanice_conchilega_241,0.133587088
,,,,,,,,,,
61223,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_241,0
,,,,,,,,,,
62293,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_241,0
,,,,,,,,,,
63363,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_241,0
,,,,,,,,,,
64433,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_241,0
,,,,,,,,,,
65503,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_241,0
,,,,,,,,,,
66573,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_241,0
,,,,,,,,,,
67643,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_241,0
,,,,,,,,,,
68713,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_241,0
,,,,,,,,,,
244,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,lanice_conchilega_252,0
,,,,,,,,,,
1314,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,lanice_conchilega_252,0
,,,,,,,,,,
2384,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,lanice_conchilega_252,0
,,,,,,,,,,
3454,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,lanice_conchilega_252,0
,,,,,,,,,,
4524,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,lanice_conchilega_252,0
,,,,,,,,,,
5594,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,lanice_conchilega_252,0
,,,,,,,,,,
6664,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,lanice_conchilega_252,0
,,,,,,,,,,
7734,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,lanice_conchilega_252,0
,,,,,,,,,,
8804,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,lanice_conchilega_252,0
,,,,,,,,,,
9874,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,lanice_conchilega_252,0
,,,,,,,,,,
10944,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,lanice_conchilega_252,0
,,,,,,,,,,
12014,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,lanice_conchilega_252,0
,,,,,,,,,,
13084,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_252,0
,,,,,,,,,,
14154,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_252,0
,,,,,,,,,,
15224,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_252,0
,,,,,,,,,,
16294,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,lanice_conchilega_252,0
,,,,,,,,,,
17364,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,lanice_conchilega_252,0
,,,,,,,,,,
18434,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,lanice_conchilega_252,0
,,,,,,,,,,
19504,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,lanice_conchilega_252,0
,,,,,,,,,,
20574,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,lanice_conchilega_252,0
,,,,,,,,,,
21644,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,lanice_conchilega_252,0
,,,,,,,,,,
22714,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_252,0
,,,,,,,,,,
23784,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_252,0
,,,,,,,,,,
24854,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_252,0
,,,,,,,,,,
25924,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,lanice_conchilega_252,0
,,,,,,,,,,
26994,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,lanice_conchilega_252,0
,,,,,,,,,,
28064,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,lanice_conchilega_252,0
,,,,,,,,,,
29134,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,lanice_conchilega_252,0
,,,,,,,,,,
30204,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,lanice_conchilega_252,0
,,,,,,,,,,
31274,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,lanice_conchilega_252,0
,,,,,,,,,,
32344,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,lanice_conchilega_252,0
,,,,,,,,,,
33414,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,lanice_conchilega_252,0
,,,,,,,,,,
34484,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,lanice_conchilega_252,0
,,,,,,,,,,
35554,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,lanice_conchilega_252,0
,,,,,,,,,,
36624,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,lanice_conchilega_252,0
,,,,,,,,,,
37694,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,lanice_conchilega_252,0
,,,,,,,,,,
38764,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,lanice_conchilega_252,NA
,,,,,,,,,,
39834,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,lanice_conchilega_252,NA
,,,,,,,,,,
40904,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,lanice_conchilega_252,NA
,,,,,,,,,,
41974,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,lanice_conchilega_252,0
,,,,,,,,,,
43044,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,lanice_conchilega_252,0
,,,,,,,,,,
44114,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,lanice_conchilega_252,0
,,,,,,,,,,
45184,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,lanice_conchilega_252,0
,,,,,,,,,,
46254,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,lanice_conchilega_252,0
,,,,,,,,,,
47324,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,lanice_conchilega_252,0
,,,,,,,,,,
48394,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,lanice_conchilega_252,0
,,,,,,,,,,
49464,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,lanice_conchilega_252,0
,,,,,,,,,,
50534,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,lanice_conchilega_252,0
,,,,,,,,,,
51604,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,lanice_conchilega_252,0
,,,,,,,,,,
52674,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,lanice_conchilega_252,0
,,,,,,,,,,
53744,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,lanice_conchilega_252,0
,,,,,,,,,,
54814,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,lanice_conchilega_252,0
,,,,,,,,,,
55884,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,lanice_conchilega_252,0
,,,,,,,,,,
56954,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,lanice_conchilega_252,0
,,,,,,,,,,
58024,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,lanice_conchilega_252,0
,,,,,,,,,,
59094,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,lanice_conchilega_252,0.243749017
,,,,,,,,,,
60164,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,lanice_conchilega_252,0
,,,,,,,,,,
61234,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_252,0
,,,,,,,,,,
62304,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_252,0
,,,,,,,,,,
63374,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_252,0
,,,,,,,,,,
64444,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_252,0
,,,,,,,,,,
65514,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_252,0
,,,,,,,,,,
66584,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_252,0
,,,,,,,,,,
67654,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_252,0
,,,,,,,,,,
68724,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_252,0
,,,,,,,,,,
266,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,lanice_conchilega_274,0
,,,,,,,,,,
1336,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,lanice_conchilega_274,0
,,,,,,,,,,
2406,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,lanice_conchilega_274,0
,,,,,,,,,,
3476,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,lanice_conchilega_274,0
,,,,,,,,,,
4546,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,lanice_conchilega_274,0
,,,,,,,,,,
5616,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,lanice_conchilega_274,0
,,,,,,,,,,
6686,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,lanice_conchilega_274,0
,,,,,,,,,,
7756,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,lanice_conchilega_274,0
,,,,,,,,,,
8826,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,lanice_conchilega_274,0
,,,,,,,,,,
9896,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,lanice_conchilega_274,0
,,,,,,,,,,
10966,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,lanice_conchilega_274,0
,,,,,,,,,,
12036,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,lanice_conchilega_274,0
,,,,,,,,,,
13106,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_274,0
,,,,,,,,,,
14176,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_274,0
,,,,,,,,,,
15246,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_274,0
,,,,,,,,,,
16316,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,lanice_conchilega_274,0
,,,,,,,,,,
17386,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,lanice_conchilega_274,0
,,,,,,,,,,
18456,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,lanice_conchilega_274,0
,,,,,,,,,,
19526,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,lanice_conchilega_274,0
,,,,,,,,,,
20596,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,lanice_conchilega_274,0
,,,,,,,,,,
21666,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,lanice_conchilega_274,0
,,,,,,,,,,
22736,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_274,0
,,,,,,,,,,
23806,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_274,0
,,,,,,,,,,
24876,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_274,0
,,,,,,,,,,
25946,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,lanice_conchilega_274,0
,,,,,,,,,,
27016,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,lanice_conchilega_274,0
,,,,,,,,,,
28086,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,lanice_conchilega_274,0
,,,,,,,,,,
29156,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,lanice_conchilega_274,0
,,,,,,,,,,
30226,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,lanice_conchilega_274,0
,,,,,,,,,,
31296,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,lanice_conchilega_274,0
,,,,,,,,,,
32366,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,lanice_conchilega_274,0
,,,,,,,,,,
33436,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,lanice_conchilega_274,0
,,,,,,,,,,
34506,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,lanice_conchilega_274,0
,,,,,,,,,,
35576,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,lanice_conchilega_274,0
,,,,,,,,,,
36646,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,lanice_conchilega_274,0
,,,,,,,,,,
37716,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,lanice_conchilega_274,0
,,,,,,,,,,
38786,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,lanice_conchilega_274,NA
,,,,,,,,,,
39856,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,lanice_conchilega_274,NA
,,,,,,,,,,
40926,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,lanice_conchilega_274,NA
,,,,,,,,,,
41996,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,lanice_conchilega_274,0
,,,,,,,,,,
43066,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,lanice_conchilega_274,0
,,,,,,,,,,
44136,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,lanice_conchilega_274,0
,,,,,,,,,,
45206,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,lanice_conchilega_274,0
,,,,,,,,,,
46276,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,lanice_conchilega_274,0
,,,,,,,,,,
47346,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,lanice_conchilega_274,0
,,,,,,,,,,
48416,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,lanice_conchilega_274,0
,,,,,,,,,,
49486,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,lanice_conchilega_274,0
,,,,,,,,,,
50556,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,lanice_conchilega_274,0
,,,,,,,,,,
51626,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,lanice_conchilega_274,0
,,,,,,,,,,
52696,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,lanice_conchilega_274,0
,,,,,,,,,,
53766,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,lanice_conchilega_274,0
,,,,,,,,,,
54836,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,lanice_conchilega_274,0
,,,,,,,,,,
55906,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,lanice_conchilega_274,0
,,,,,,,,,,
56976,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,lanice_conchilega_274,0
,,,,,,,,,,
58046,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,lanice_conchilega_274,0
,,,,,,,,,,
59116,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,lanice_conchilega_274,0
,,,,,,,,,,
60186,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,lanice_conchilega_274,0.069538484
,,,,,,,,,,
61256,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_274,0
,,,,,,,,,,
62326,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_274,0
,,,,,,,,,,
63396,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_274,0
,,,,,,,,,,
64466,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_274,0
,,,,,,,,,,
65536,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,lanice_conchilega_274,0
,,,,,,,,,,
66606,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_274,0
,,,,,,,,,,
67676,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_274,0
,,,,,,,,,,
68746,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,lanice_conchilega_274,0
,,,,,,,,,,
218,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,laodicea_sp_haw02,0
,,,,,,,,,,
1288,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,laodicea_sp_haw02,0
,,,,,,,,,,
2358,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,laodicea_sp_haw02,0
,,,,,,,,,,
3428,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,laodicea_sp_haw02,0
,,,,,,,,,,
4498,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,laodicea_sp_haw02,0
,,,,,,,,,,
5568,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,laodicea_sp_haw02,0
,,,,,,,,,,
6638,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,laodicea_sp_haw02,0
,,,,,,,,,,
7708,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,laodicea_sp_haw02,0
,,,,,,,,,,
8778,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,laodicea_sp_haw02,0
,,,,,,,,,,
9848,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,laodicea_sp_haw02,0
,,,,,,,,,,
10918,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,laodicea_sp_haw02,0
,,,,,,,,,,
11988,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,laodicea_sp_haw02,0
,,,,,,,,,,
13058,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,laodicea_sp_haw02,0
,,,,,,,,,,
14128,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,laodicea_sp_haw02,0
,,,,,,,,,,
15198,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,laodicea_sp_haw02,0
,,,,,,,,,,
16268,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,laodicea_sp_haw02,0
,,,,,,,,,,
17338,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,laodicea_sp_haw02,0
,,,,,,,,,,
18408,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,laodicea_sp_haw02,0
,,,,,,,,,,
19478,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,laodicea_sp_haw02,0
,,,,,,,,,,
20548,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,laodicea_sp_haw02,0
,,,,,,,,,,
21618,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,laodicea_sp_haw02,0
,,,,,,,,,,
22688,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,laodicea_sp_haw02,0
,,,,,,,,,,
23758,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,laodicea_sp_haw02,0
,,,,,,,,,,
24828,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,laodicea_sp_haw02,0
,,,,,,,,,,
25898,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,laodicea_sp_haw02,0
,,,,,,,,,,
26968,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,laodicea_sp_haw02,0
,,,,,,,,,,
