,sample_code,station_no,site,seaweed,date,day,month,year,parsed_date,species_id,measurement_value,measurement_type,measurement_origin,y_axis,station,sample_order
153,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,15/07/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2022-07-15_1
154,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,15/07/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2022-07-15_1
155,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,15/07/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2022-07-15_1
156,Pabay_15_7_22_1,1,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2022-07-15_1
157,Pabay_15_7_22_1,1,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2022-07-15_1
158,Pabay_15_7_22_1,1,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2022-07-15_1
159,Pabay_15_7_22_1,1,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2022-07-15_1
160,Pabay_15_7_22_1,1,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2022-07-15_1
161,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,15/07/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2022-07-15_2
162,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,15/07/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2022-07-15_2
163,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,15/07/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2022-07-15_2
164,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,15/07/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2022-07-15_2
165,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,15/07/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2022-07-15_2
166,Pabay_15_7_22_2,2,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2022-07-15_2
167,Pabay_15_7_22_2,2,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2022-07-15_2
168,Pabay_15_7_22_2,2,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2022-07-15_2
169,Pabay_15_7_22_2,2,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2022-07-15_2
170,Pabay_15_7_22_2,2,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2022-07-15_2
171,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,15/07/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2022-07-15_3
172,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,15/07/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2022-07-15_3
173,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,15/07/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2022-07-15_3
174,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,15/07/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2022-07-15_3
175,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,15/07/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2022-07-15_3
176,Pabay_15_7_22_3,3,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2022-07-15_3
177,Pabay_15_7_22_3,3,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2022-07-15_3
178,Pabay_15_7_22_3,3,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2022-07-15_3
179,Pabay_15_7_22_3,3,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2022-07-15_3
180,Pabay_15_7_22_3,3,Pabay,Saccharina,15/07/2022,15,7,2022,15/07/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2022-07-15_3
181,Pabay_16_9_21_1,1,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2021-09-16_1
182,Pabay_16_9_21_1,1,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2021-09-16_1
183,Pabay_16_9_21_1,1,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2021-09-16_1
184,Pabay_16_9_21_1,1,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2021-09-16_1
185,Pabay_16_9_21_1,1,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2021-09-16_1
186,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2021-09-16_1
187,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2021-09-16_1
188,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2021-09-16_1
189,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2021-09-16_1
190,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2021-09-16_1
191,Pabay_16_9_21_2,2,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2021-09-16_2
192,Pabay_16_9_21_2,2,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2021-09-16_2
193,Pabay_16_9_21_2,2,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2021-09-16_2
194,Pabay_16_9_21_2,2,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2021-09-16_2
195,Pabay_16_9_21_2,2,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2021-09-16_2
196,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2021-09-16_2
197,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2021-09-16_2
198,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2021-09-16_2
199,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2021-09-16_2
200,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2021-09-16_2
201,Pabay_16_9_21_3,3,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2021-09-16_3
202,Pabay_16_9_21_3,3,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2021-09-16_3
203,Pabay_16_9_21_3,3,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2021-09-16_3
204,Pabay_16_9_21_3,3,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2021-09-16_3
205,Pabay_16_9_21_3,3,Pabay,Saccharina,16/09/2021,16,9,2021,16/09/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2021-09-16_3
206,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2021-09-16_3
207,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2021-09-16_3
208,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2021-09-16_3
209,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2021-09-16_3
210,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,16/09/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2021-09-16_3
211,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2021-12-21_1
212,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2021-12-21_1
213,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2021-12-21_1
214,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2021-12-21_1
215,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2021-12-21_1
216,Pabay_21_12_21_1,1,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2021-12-21_1
217,Pabay_21_12_21_1,1,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2021-12-21_1
218,Pabay_21_12_21_1,1,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2021-12-21_1
219,Pabay_21_12_21_1,1,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2021-12-21_1
220,Pabay_21_12_21_1,1,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2021-12-21_1
221,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2021-12-21_2
222,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2021-12-21_2
223,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2021-12-21_2
224,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2021-12-21_2
225,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2021-12-21_2
226,Pabay_21_12_21_2,2,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2021-12-21_2
227,Pabay_21_12_21_2,2,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2021-12-21_2
228,Pabay_21_12_21_2,2,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2021-12-21_2
229,Pabay_21_12_21_2,2,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2021-12-21_2
230,Pabay_21_12_21_2,2,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2021-12-21_2
231,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2021-12-21_3
232,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2021-12-21_3
233,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2021-12-21_3
234,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2021-12-21_3
235,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,21/12/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2021-12-21_3
236,Pabay_21_12_21_3,3,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2021-12-21_3
237,Pabay_21_12_21_3,3,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2021-12-21_3
238,Pabay_21_12_21_3,3,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2021-12-21_3
239,Pabay_21_12_21_3,3,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2021-12-21_3
240,Pabay_21_12_21_3,3,Pabay,Saccharina,21/12/2021,21,12,2021,21/12/2021,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2021-12-21_3
246,Pabay_21_3_22_1,1,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2022-03-21_1
247,Pabay_21_3_22_1,1,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2022-03-21_1
248,Pabay_21_3_22_1,1,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2022-03-21_1
249,Pabay_21_3_22_1,1,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2022-03-21_1
250,Pabay_21_3_22_1,1,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2022-03-21_1
256,Pabay_21_3_22_2,2,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2022-03-21_2
257,Pabay_21_3_22_2,2,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2022-03-21_2
258,Pabay_21_3_22_2,2,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2022-03-21_2
259,Pabay_21_3_22_2,2,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2022-03-21_2
260,Pabay_21_3_22_2,2,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2022-03-21_2
266,Pabay_21_3_22_3,3,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2022-03-21_3
267,Pabay_21_3_22_3,3,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2022-03-21_3
268,Pabay_21_3_22_3,3,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2022-03-21_3
269,Pabay_21_3_22_3,3,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2022-03-21_3
270,Pabay_21_3_22_3,3,Pabay,Saccharina,21/03/2022,21,3,2022,21/03/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2022-03-21_3
276,Pabay_22_5_22_1,1,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2022-05-22_1
277,Pabay_22_5_22_1,1,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2022-05-22_1
278,Pabay_22_5_22_1,1,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2022-05-22_1
279,Pabay_22_5_22_1,1,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2022-05-22_1
280,Pabay_22_5_22_1,1,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2022-05-22_1
286,Pabay_22_5_22_2,2,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2022-05-22_2
287,Pabay_22_5_22_2,2,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2022-05-22_2
288,Pabay_22_5_22_2,2,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2022-05-22_2
289,Pabay_22_5_22_2,2,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2022-05-22_2
290,Pabay_22_5_22_2,2,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2022-05-22_2
296,Pabay_22_5_22_3,3,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2022-05-22_3
297,Pabay_22_5_22_3,3,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2022-05-22_3
298,Pabay_22_5_22_3,3,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2022-05-22_3
299,Pabay_22_5_22_3,3,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2022-05-22_3
300,Pabay_22_5_22_3,3,Pabay,Saccharina,22/05/2022,22,5,2022,22/05/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2022-05-22_3
306,Pabay_25_2_22_1,1,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2022-02-25_1
307,Pabay_25_2_22_1,1,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2022-02-25_1
308,Pabay_25_2_22_1,1,Pabay,Saccharina,25/02/2022,25,2,2022,25/02/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2022-02-25_1
