,sample_code,station_no,site,seaweed,date,day,month,year,otu_id,abundance
57161,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,invertebrate_environmental_sample_459,0
57696,Pabay_8_2_22_3,3,Pabay,Saccharina,08/02/2022,8,2,2022,invertebrate_environmental_sample_459,0
58231,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,invertebrate_environmental_sample_459,0
58766,Pabay_8_3_22_1,1,Pabay,Saccharina,08/03/2022,8,3,2022,invertebrate_environmental_sample_459,0
59301,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,invertebrate_environmental_sample_459,0
59836,Pabay_8_3_22_2,2,Pabay,Saccharina,08/03/2022,8,3,2022,invertebrate_environmental_sample_459,0
60371,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,invertebrate_environmental_sample_459,0
60906,Pabay_8_3_22_3,3,Pabay,Saccharina,08/03/2022,8,3,2022,invertebrate_environmental_sample_459,0
61441,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_459,0
61976,Scalpay_15_6_21_1,1,Scalpay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_459,0
62511,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_459,0
63046,Scalpay_15_6_21_2,2,Scalpay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_459,0
63581,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_459,0
64116,Scalpay_15_6_21_3,3,Scalpay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_459,0
64651,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_459,0
65186,Scalpay_15_6_21_4,4,Scalpay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_459,0
65721,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_459,0
66256,Scalpay_15_6_21_5,5,Scalpay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_459,0
66791,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,invertebrate_environmental_sample_459,0
67326,Scalpay_21_12_21_1,1,Scalpay,Saccharina,21/12/2021,21,12,2021,invertebrate_environmental_sample_459,0
67861,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,invertebrate_environmental_sample_459,0
68396,Scalpay_21_12_21_2,2,Scalpay,Saccharina,21/12/2021,21,12,2021,invertebrate_environmental_sample_459,0
68931,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,invertebrate_environmental_sample_459,0
69466,Scalpay_21_12_21_3,3,Scalpay,Saccharina,21/12/2021,21,12,2021,invertebrate_environmental_sample_459,0
452,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,invertebrate_environmental_sample_460,0
987,Pabay_10_12_21_1,1,Pabay,Saccharina,10/12/2021,10,12,2021,invertebrate_environmental_sample_460,0
1522,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,invertebrate_environmental_sample_460,0
2057,Pabay_10_12_21_2,2,Pabay,Saccharina,10/12/2021,10,12,2021,invertebrate_environmental_sample_460,0
2592,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,invertebrate_environmental_sample_460,0
3127,Pabay_10_12_21_3,3,Pabay,Saccharina,10/12/2021,10,12,2021,invertebrate_environmental_sample_460,0
3662,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,invertebrate_environmental_sample_460,0
4197,Pabay_10_4_22_1,1,Pabay,Saccharina,10/04/2022,10,4,2022,invertebrate_environmental_sample_460,0
4732,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,invertebrate_environmental_sample_460,0
5267,Pabay_10_4_22_2,2,Pabay,Saccharina,10/04/2022,10,4,2022,invertebrate_environmental_sample_460,0
5802,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,invertebrate_environmental_sample_460,0
6337,Pabay_10_4_22_3,3,Pabay,Saccharina,10/04/2022,10,4,2022,invertebrate_environmental_sample_460,0
6872,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,invertebrate_environmental_sample_460,0
7407,Pabay_13_11_21_1,1,Pabay,Saccharina,13/11/2021,13,11,2021,invertebrate_environmental_sample_460,0
7942,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,invertebrate_environmental_sample_460,0
8477,Pabay_13_11_21_2,2,Pabay,Saccharina,13/11/2021,13,11,2021,invertebrate_environmental_sample_460,0
9012,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,invertebrate_environmental_sample_460,0.007268121
9547,Pabay_13_11_21_3,3,Pabay,Saccharina,13/11/2021,13,11,2021,invertebrate_environmental_sample_460,0.007268121
10082,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,invertebrate_environmental_sample_460,0
10617,Pabay_14_1_22_1,1,Pabay,Saccharina,14/01/2022,14,1,2022,invertebrate_environmental_sample_460,0
11152,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,invertebrate_environmental_sample_460,0
11687,Pabay_14_1_22_2,2,Pabay,Saccharina,14/01/2022,14,1,2022,invertebrate_environmental_sample_460,0
12222,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,invertebrate_environmental_sample_460,0
12757,Pabay_14_1_22_3,3,Pabay,Saccharina,14/01/2022,14,1,2022,invertebrate_environmental_sample_460,0
13292,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
13827,Pabay_15_6_21_1,1,Pabay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
14362,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
14897,Pabay_15_6_21_2,2,Pabay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
15432,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
15967,Pabay_15_6_21_3,3,Pabay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
16502,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,invertebrate_environmental_sample_460,0
17037,Pabay_15_7_22_1,1,Pabay,Saccharina,15/07/2022,15,7,2022,invertebrate_environmental_sample_460,0
17572,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,invertebrate_environmental_sample_460,0
18107,Pabay_15_7_22_2,2,Pabay,Saccharina,15/07/2022,15,7,2022,invertebrate_environmental_sample_460,0
18642,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,invertebrate_environmental_sample_460,0
19177,Pabay_15_7_22_3,3,Pabay,Saccharina,15/07/2022,15,7,2022,invertebrate_environmental_sample_460,0
19712,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,invertebrate_environmental_sample_460,0
20247,Pabay_16_9_21_1,1,Pabay,Saccharina,16/09/2021,16,9,2021,invertebrate_environmental_sample_460,0
20782,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,invertebrate_environmental_sample_460,0
21317,Pabay_16_9_21_2,2,Pabay,Saccharina,16/09/2021,16,9,2021,invertebrate_environmental_sample_460,0
21852,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,invertebrate_environmental_sample_460,0
22387,Pabay_16_9_21_3,3,Pabay,Saccharina,16/09/2021,16,9,2021,invertebrate_environmental_sample_460,0
22922,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,invertebrate_environmental_sample_460,0
23457,Pabay_21_12_21_1,1,Pabay,Saccharina,21/12/2021,21,12,2021,invertebrate_environmental_sample_460,0
23992,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,invertebrate_environmental_sample_460,0
24527,Pabay_21_12_21_2,2,Pabay,Saccharina,21/12/2021,21,12,2021,invertebrate_environmental_sample_460,0
25062,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,invertebrate_environmental_sample_460,0
25597,Pabay_21_12_21_3,3,Pabay,Saccharina,21/12/2021,21,12,2021,invertebrate_environmental_sample_460,0
26132,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,invertebrate_environmental_sample_460,0
26667,Pabay_21_3_22_1,1,Pabay,Saccharina,21/03/2022,21,3,2022,invertebrate_environmental_sample_460,0
27202,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,invertebrate_environmental_sample_460,0
27737,Pabay_21_3_22_2,2,Pabay,Saccharina,21/03/2022,21,3,2022,invertebrate_environmental_sample_460,0
28272,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,invertebrate_environmental_sample_460,0
28807,Pabay_21_3_22_3,3,Pabay,Saccharina,21/03/2022,21,3,2022,invertebrate_environmental_sample_460,0
29342,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,invertebrate_environmental_sample_460,0
29877,Pabay_22_5_22_1,1,Pabay,Saccharina,22/05/2022,22,5,2022,invertebrate_environmental_sample_460,0
30412,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,invertebrate_environmental_sample_460,0
30947,Pabay_22_5_22_2,2,Pabay,Saccharina,22/05/2022,22,5,2022,invertebrate_environmental_sample_460,0
31482,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,invertebrate_environmental_sample_460,0
32017,Pabay_22_5_22_3,3,Pabay,Saccharina,22/05/2022,22,5,2022,invertebrate_environmental_sample_460,0
32552,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,invertebrate_environmental_sample_460,0
33087,Pabay_25_2_22_1,1,Pabay,Saccharina,25/02/2022,25,2,2022,invertebrate_environmental_sample_460,0
33622,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,invertebrate_environmental_sample_460,0
34157,Pabay_25_2_22_2,2,Pabay,Saccharina,25/02/2022,25,2,2022,invertebrate_environmental_sample_460,0
34692,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,invertebrate_environmental_sample_460,0
35227,Pabay_25_2_22_3,3,Pabay,Saccharina,25/02/2022,25,2,2022,invertebrate_environmental_sample_460,0
35762,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,invertebrate_environmental_sample_460,0
36297,Pabay_29_11_21_1,1,Pabay,Saccharina,29/11/2021,29,11,2021,invertebrate_environmental_sample_460,0
36832,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,invertebrate_environmental_sample_460,0
37367,Pabay_29_11_21_2,2,Pabay,Saccharina,29/11/2021,29,11,2021,invertebrate_environmental_sample_460,0
37902,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,invertebrate_environmental_sample_460,0
38437,Pabay_29_11_21_3,3,Pabay,Saccharina,29/11/2021,29,11,2021,invertebrate_environmental_sample_460,0
38972,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,invertebrate_environmental_sample_460,NA
39507,Pabay_30_1_22_1,1,Pabay,Saccharina,30/01/2022,30,1,2022,invertebrate_environmental_sample_460,NA
40042,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,invertebrate_environmental_sample_460,NA
40577,Pabay_30_1_22_2,2,Pabay,Saccharina,30/01/2022,30,1,2022,invertebrate_environmental_sample_460,NA
41112,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,invertebrate_environmental_sample_460,NA
41647,Pabay_30_1_22_3,3,Pabay,Saccharina,30/01/2022,30,1,2022,invertebrate_environmental_sample_460,NA
42182,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,invertebrate_environmental_sample_460,0
42717,Pabay_30_10_21_1,1,Pabay,Saccharina,30/10/2021,30,10,2021,invertebrate_environmental_sample_460,0
43252,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,invertebrate_environmental_sample_460,0
43787,Pabay_30_10_21_2,2,Pabay,Saccharina,30/10/2021,30,10,2021,invertebrate_environmental_sample_460,0
44322,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,invertebrate_environmental_sample_460,0
44857,Pabay_30_10_21_3,3,Pabay,Saccharina,30/10/2021,30,10,2021,invertebrate_environmental_sample_460,0
45392,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,invertebrate_environmental_sample_460,0
45927,Pabay_30_6_22_1,1,Pabay,Saccharina,30/06/2022,30,6,2022,invertebrate_environmental_sample_460,0
46462,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,invertebrate_environmental_sample_460,0
46997,Pabay_30_6_22_2,2,Pabay,Saccharina,30/06/2022,30,6,2022,invertebrate_environmental_sample_460,0
47532,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,invertebrate_environmental_sample_460,0
48067,Pabay_30_6_22_3,3,Pabay,Saccharina,30/06/2022,30,6,2022,invertebrate_environmental_sample_460,0
48602,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,invertebrate_environmental_sample_460,0
49137,Pabay_30_7_22_1,1,Pabay,Saccharina,30/07/2022,30,7,2022,invertebrate_environmental_sample_460,0
49672,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,invertebrate_environmental_sample_460,0
50207,Pabay_30_7_22_2,2,Pabay,Saccharina,30/07/2022,30,7,2022,invertebrate_environmental_sample_460,0
50742,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,invertebrate_environmental_sample_460,0
51277,Pabay_30_7_22_3,3,Pabay,Saccharina,30/07/2022,30,7,2022,invertebrate_environmental_sample_460,0
51812,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,invertebrate_environmental_sample_460,0
52347,Pabay_7_5_22_1,1,Pabay,Saccharina,07/05/2022,7,5,2022,invertebrate_environmental_sample_460,0
52882,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,invertebrate_environmental_sample_460,0
53417,Pabay_7_5_22_2,2,Pabay,Saccharina,07/05/2022,7,5,2022,invertebrate_environmental_sample_460,0
53952,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,invertebrate_environmental_sample_460,0
54487,Pabay_7_5_22_3,3,Pabay,Saccharina,07/05/2022,7,5,2022,invertebrate_environmental_sample_460,0
55022,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,invertebrate_environmental_sample_460,0
55557,Pabay_8_2_22_1,1,Pabay,Saccharina,08/02/2022,8,2,2022,invertebrate_environmental_sample_460,0
56092,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,invertebrate_environmental_sample_460,0
56627,Pabay_8_2_22_2,2,Pabay,Saccharina,08/02/2022,8,2,2022,invertebrate_environmental_sample_460,0
57162,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,invertebrate_environmental_sample_460,0
57697,Pabay_8_2_22_3,3,Pabay,Saccharina,08/02/2022,8,2,2022,invertebrate_environmental_sample_460,0
58232,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,invertebrate_environmental_sample_460,0
58767,Pabay_8_3_22_1,1,Pabay,Saccharina,08/03/2022,8,3,2022,invertebrate_environmental_sample_460,0
59302,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,invertebrate_environmental_sample_460,0
59837,Pabay_8_3_22_2,2,Pabay,Saccharina,08/03/2022,8,3,2022,invertebrate_environmental_sample_460,0
60372,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,invertebrate_environmental_sample_460,0
60907,Pabay_8_3_22_3,3,Pabay,Saccharina,08/03/2022,8,3,2022,invertebrate_environmental_sample_460,0
61442,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
61977,Scalpay_15_6_21_1,1,Scalpay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
62512,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
63047,Scalpay_15_6_21_2,2,Scalpay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
63582,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
64117,Scalpay_15_6_21_3,3,Scalpay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
64652,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
65187,Scalpay_15_6_21_4,4,Scalpay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
65722,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
66257,Scalpay_15_6_21_5,5,Scalpay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_460,0
66792,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,invertebrate_environmental_sample_460,0
67327,Scalpay_21_12_21_1,1,Scalpay,Saccharina,21/12/2021,21,12,2021,invertebrate_environmental_sample_460,0
67862,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,invertebrate_environmental_sample_460,0
68397,Scalpay_21_12_21_2,2,Scalpay,Saccharina,21/12/2021,21,12,2021,invertebrate_environmental_sample_460,0
68932,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,invertebrate_environmental_sample_460,0
69467,Scalpay_21_12_21_3,3,Scalpay,Saccharina,21/12/2021,21,12,2021,invertebrate_environmental_sample_460,0
453,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,invertebrate_environmental_sample_461,0
988,Pabay_10_12_21_1,1,Pabay,Saccharina,10/12/2021,10,12,2021,invertebrate_environmental_sample_461,0
1523,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,invertebrate_environmental_sample_461,0
2058,Pabay_10_12_21_2,2,Pabay,Saccharina,10/12/2021,10,12,2021,invertebrate_environmental_sample_461,0
2593,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,invertebrate_environmental_sample_461,0
3128,Pabay_10_12_21_3,3,Pabay,Saccharina,10/12/2021,10,12,2021,invertebrate_environmental_sample_461,0
3663,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,invertebrate_environmental_sample_461,0
4198,Pabay_10_4_22_1,1,Pabay,Saccharina,10/04/2022,10,4,2022,invertebrate_environmental_sample_461,0
4733,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,invertebrate_environmental_sample_461,0
5268,Pabay_10_4_22_2,2,Pabay,Saccharina,10/04/2022,10,4,2022,invertebrate_environmental_sample_461,0
5803,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,invertebrate_environmental_sample_461,0
6338,Pabay_10_4_22_3,3,Pabay,Saccharina,10/04/2022,10,4,2022,invertebrate_environmental_sample_461,0
6873,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,invertebrate_environmental_sample_461,0
7408,Pabay_13_11_21_1,1,Pabay,Saccharina,13/11/2021,13,11,2021,invertebrate_environmental_sample_461,0
7943,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,invertebrate_environmental_sample_461,0
8478,Pabay_13_11_21_2,2,Pabay,Saccharina,13/11/2021,13,11,2021,invertebrate_environmental_sample_461,0
9013,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,invertebrate_environmental_sample_461,0
9548,Pabay_13_11_21_3,3,Pabay,Saccharina,13/11/2021,13,11,2021,invertebrate_environmental_sample_461,0
10083,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,invertebrate_environmental_sample_461,0
10618,Pabay_14_1_22_1,1,Pabay,Saccharina,14/01/2022,14,1,2022,invertebrate_environmental_sample_461,0
11153,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,invertebrate_environmental_sample_461,0
11688,Pabay_14_1_22_2,2,Pabay,Saccharina,14/01/2022,14,1,2022,invertebrate_environmental_sample_461,0
12223,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,invertebrate_environmental_sample_461,0
12758,Pabay_14_1_22_3,3,Pabay,Saccharina,14/01/2022,14,1,2022,invertebrate_environmental_sample_461,0
13293,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_461,0
13828,Pabay_15_6_21_1,1,Pabay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_461,0
14363,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_461,0
14898,Pabay_15_6_21_2,2,Pabay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_461,0
15433,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,invertebrate_environmental_sample_461,0
15968,Pabay_15_6_21_3,3,Pabay,Saccharina,15/06/2021,15,6,2021,invertebrate_environmental_sample_461,0
16503,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,invertebrate_environmental_sample_461,0
17038,Pabay_15_7_22_1,1,Pabay,Saccharina,15/07/2022,15,7,2022,invertebrate_environmental_sample_461,0
17573,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,invertebrate_environmental_sample_461,0
18108,Pabay_15_7_22_2,2,Pabay,Saccharina,15/07/2022,15,7,2022,invertebrate_environmental_sample_461,0
18643,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,invertebrate_environmental_sample_461,0.011039791
19178,Pabay_15_7_22_3,3,Pabay,Saccharina,15/07/2022,15,7,2022,invertebrate_environmental_sample_461,0.011039791
19713,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,invertebrate_environmental_sample_461,0
20248,Pabay_16_9_21_1,1,Pabay,Saccharina,16/09/2021,16,9,2021,invertebrate_environmental_sample_461,0
20783,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,invertebrate_environmental_sample_461,0
21318,Pabay_16_9_21_2,2,Pabay,Saccharina,16/09/2021,16,9,2021,invertebrate_environmental_sample_461,0
21853,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,invertebrate_environmental_sample_461,0
22388,Pabay_16_9_21_3,3,Pabay,Saccharina,16/09/2021,16,9,2021,invertebrate_environmental_sample_461,0
22923,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,invertebrate_environmental_sample_461,0
23458,Pabay_21_12_21_1,1,Pabay,Saccharina,21/12/2021,21,12,2021,invertebrate_environmental_sample_461,0
23993,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,invertebrate_environmental_sample_461,0
24528,Pabay_21_12_21_2,2,Pabay,Saccharina,21/12/2021,21,12,2021,invertebrate_environmental_sample_461,0
25063,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,invertebrate_environmental_sample_461,0
25598,Pabay_21_12_21_3,3,Pabay,Saccharina,21/12/2021,21,12,2021,invertebrate_environmental_sample_461,0
26133,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,invertebrate_environmental_sample_461,0
26668,Pabay_21_3_22_1,1,Pabay,Saccharina,21/03/2022,21,3,2022,invertebrate_environmental_sample_461,0
27203,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,invertebrate_environmental_sample_461,0
27738,Pabay_21_3_22_2,2,Pabay,Saccharina,21/03/2022,21,3,2022,invertebrate_environmental_sample_461,0
28273,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,invertebrate_environmental_sample_461,0
28808,Pabay_21_3_22_3,3,Pabay,Saccharina,21/03/2022,21,3,2022,invertebrate_environmental_sample_461,0
29343,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,invertebrate_environmental_sample_461,0
29878,Pabay_22_5_22_1,1,Pabay,Saccharina,22/05/2022,22,5,2022,invertebrate_environmental_sample_461,0
30413,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,invertebrate_environmental_sample_461,0
30948,Pabay_22_5_22_2,2,Pabay,Saccharina,22/05/2022,22,5,2022,invertebrate_environmental_sample_461,0
31483,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,invertebrate_environmental_sample_461,0
32018,Pabay_22_5_22_3,3,Pabay,Saccharina,22/05/2022,22,5,2022,invertebrate_environmental_sample_461,0
32553,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,invertebrate_environmental_sample_461,0
33088,Pabay_25_2_22_1,1,Pabay,Saccharina,25/02/2022,25,2,2022,invertebrate_environmental_sample_461,0
33623,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,invertebrate_environmental_sample_461,0
34158,Pabay_25_2_22_2,2,Pabay,Saccharina,25/02/2022,25,2,2022,invertebrate_environmental_sample_461,0
34693,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,invertebrate_environmental_sample_461,0
35228,Pabay_25_2_22_3,3,Pabay,Saccharina,25/02/2022,25,2,2022,invertebrate_environmental_sample_461,0
35763,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,invertebrate_environmental_sample_461,0
36298,Pabay_29_11_21_1,1,Pabay,Saccharina,29/11/2021,29,11,2021,invertebrate_environmental_sample_461,0
36833,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,invertebrate_environmental_sample_461,0
37368,Pabay_29_11_21_2,2,Pabay,Saccharina,29/11/2021,29,11,2021,invertebrate_environmental_sample_461,0
37903,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,invertebrate_environmental_sample_461,0
38438,Pabay_29_11_21_3,3,Pabay,Saccharina,29/11/2021,29,11,2021,invertebrate_environmental_sample_461,0
38973,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,invertebrate_environmental_sample_461,NA
39508,Pabay_30_1_22_1,1,Pabay,Saccharina,30/01/2022,30,1,2022,invertebrate_environmental_sample_461,NA
40043,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,invertebrate_environmental_sample_461,NA
40578,Pabay_30_1_22_2,2,Pabay,Saccharina,30/01/2022,30,1,2022,invertebrate_environmental_sample_461,NA
41113,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,invertebrate_environmental_sample_461,NA
41648,Pabay_30_1_22_3,3,Pabay,Saccharina,30/01/2022,30,1,2022,invertebrate_environmental_sample_461,NA
42183,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,invertebrate_environmental_sample_461,0
