tag_no_x,tag_color,seaweed_id,age,rock_no_x,epibiont_sampling_date,longest_blade_length_initial,juv_blade_length_at_sampling_date,notes,blade_side,blade_zone,blade_no,species,colony_length_max,colony_area,species_count,length_measurement_date,origin,biofouling_removed_14_5_25,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,swab_prior_enrichment,swab_after_ernichment_16_5
39,Green,AG39,adult,NA,12/06/2025,160,,,y,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,1,6,High,N,71,108
39,Green,AG39,adult,NA,12/06/2025,160,,,y,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,1,6,High,N,71,108
39,Green,AG39,adult,NA,12/06/2025,160,,,y,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,1,6,High,N,71,108
39,Green,AG39,adult,NA,12/06/2025,160,,,y,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,some snails,NA,1,6,High,N,71,108
39,Green,AG39,adult,NA,12/06/2025,160,,,y,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,some snails,NA,1,6,High,N,71,108
39,Green,AG39,adult,NA,12/06/2025,160,,,y,middle,NA,Spirobranchus,,NA,6,13_5_2025,FSC slip,some snails,NA,1,6,High,N,71,108
39,Green,AG39,adult,NA,12/06/2025,160,,,y,tip,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,1,6,High,N,71,108
39,Green,AG39,adult,NA,12/06/2025,160,,,y,tip,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,1,6,High,N,71,108
39,Green,AG39,adult,NA,12/06/2025,160,,,y,tip,NA,Pilosa,0.4,0.083775804,,13_5_2025,FSC slip,some snails,NA,1,6,High,N,71,108
40,Green,AG40,adult,NA,12/06/2025,190,,,x,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,x,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,x,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,x,middle,NA,Membranipora,0.3,0.070685835,,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,x,middle,NA,Spirobranchus,,NA,6,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,x,tip,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,x,tip,NA,Spirobranchus,,NA,1,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,y,middle,NA,Hydrozoa,,NA,5,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,y,middle,NA,Membranipora,1,0.785398163,,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,y,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,y,middle,NA,Pilosa,0.8,0.335103216,,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,y,middle,NA,Pilosa,1,0.523598776,,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,y,middle,NA,Spirobranchus,,NA,4,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,y,tip,NA,Hydrozoa,,NA,1,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,y,tip,NA,Membranipora,0.3,0.070685835,,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,y,tip,NA,Pilosa,1,0.523598776,,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
40,Green,AG40,adult,NA,12/06/2025,190,,,y,tip,NA,Pilosa,0.6,0.188495559,,13_5_2025,FSC slip,some snails,NA,1,5,Low,N,72,104
42,Green,AG42,adult,NA,12/06/2025,130,,,x,base,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,2,2,High,P,74,123
42,Green,AG42,adult,NA,12/06/2025,130,,,x,base,NA,Spirobranchus,,NA,4,13_5_2025,FSC slip,some snails,NA,2,2,High,P,74,123
42,Green,AG42,adult,NA,12/06/2025,130,,,x,middle,NA,Pilosa,0.4,0.083775804,,13_5_2025,FSC slip,some snails,NA,2,2,High,P,74,123
42,Green,AG42,adult,NA,12/06/2025,130,,,x,middle,NA,Pilosa,0.4,0.083775804,,13_5_2025,FSC slip,some snails,NA,2,2,High,P,74,123
42,Green,AG42,adult,NA,12/06/2025,130,,,x,middle,NA,Spirobranchus,,NA,2,13_5_2025,FSC slip,some snails,NA,2,2,High,P,74,123
42,Green,AG42,adult,NA,12/06/2025,130,,,x,tip,NA,Hydrozoa,,NA,1,13_5_2025,FSC slip,some snails,NA,2,2,High,P,74,123
42,Green,AG42,adult,NA,12/06/2025,130,,,x,tip,NA,Membranipora,0.8,0.502654825,,13_5_2025,FSC slip,some snails,NA,2,2,High,P,74,123
42,Green,AG42,adult,NA,12/06/2025,130,,,x,tip,NA,Spirobranchus,,NA,4,13_5_2025,FSC slip,some snails,NA,2,2,High,P,74,123
42,Green,AG42,adult,NA,12/06/2025,130,,,y,middle,NA,Pilosa,0.5,0.130899694,,13_5_2025,FSC slip,some snails,NA,2,2,High,P,74,123
42,Green,AG42,adult,NA,12/06/2025,130,,,y,middle,NA,Spirobranchus,,NA,2,13_5_2025,FSC slip,some snails,NA,2,2,High,P,74,123
42,Green,AG42,adult,NA,12/06/2025,130,,,y,tip,NA,Pilosa,0.8,0.335103216,,13_5_2025,FSC slip,some snails,NA,2,2,High,P,74,123
42,Green,AG42,adult,NA,12/06/2025,130,,,y,tip,NA,Pilosa,0.8,0.335103216,,13_5_2025,FSC slip,some snails,NA,2,2,High,P,74,123
42,Green,AG42,adult,NA,12/06/2025,130,,,y,tip,NA,Pilosa,1,0.523598776,,13_5_2025,FSC slip,some snails,NA,2,2,High,P,74,123
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,base,NA,Pilosa,0.5,0.130899694,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,base,NA,Spirobranchus,,NA,1,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,base,NA,Spirobranchus,,NA,2,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,middle,NA,Membranipora,0.3,0.070685835,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,middle,NA,Membranipora,0.3,0.070685835,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,middle,NA,Pilosa,1.2,0.753982237,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,middle,NA,Pilosa,0.5,0.130899694,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,middle,NA,Pilosa,1.4,1.0262536,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,middle,NA,Spirobranchus,,NA,6,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,tip,NA,Membranipora,2,3.141592654,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,tip,NA,Pilosa,0.5,0.130899694,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,tip,NA,Pilosa,0.4,0.083775804,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,x,tip,NA,Spirobranchus,,NA,1,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,base,NA,Membranipora,1.5,1.767145868,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,base,NA,Membranipora,0.5,0.196349541,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,base,NA,Pilosa,1.5,1.178097245,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,base,NA,Spirobranchus,,NA,3,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,base,NA,Spirobranchus,,NA,6,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,middle,NA,Hydrozoa,,NA,2,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,middle,NA,Pilosa,0.4,0.083775804,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,middle,NA,Spirobranchus,,NA,6,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,tip,NA,Hydrozoa,,NA,1,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,tip,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,tip,NA,Membranipora,0.3,0.070685835,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,tip,NA,Membranipora,0.3,0.070685835,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,tip,NA,Pilosa,1,0.523598776,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,tip,NA,Pilosa,0.8,0.335103216,,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,tip,NA,Spirobranchus,,NA,1,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
44,Green,AG44,adult,NA,12/06/2025,140,,tag detached120,y,tip,NA,Spirobranchus,,NA,1,13_5_2025,FSC slip,some snails,NA,3,4,High,C,76,146
45,Green,AG45,adult,NA,12/06/2025,190,,,x,base,NA,Spirobranchus,,NA,4,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,x,middle,NA,Hydrozoa,,NA,6,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,x,middle,NA,Membranipora,0.4,0.125663706,,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,x,middle,NA,Pilosa,1.5,1.178097245,,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,x,middle,NA,Spirobranchus,,NA,6,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,x,tip,NA,Hydrozoa,,NA,6,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,x,tip,NA,Spirobranchus,,NA,6,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,y,middle,NA,Hydrozoa,,NA,3,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,y,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,y,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,y,middle,NA,Pilosa,0.4,0.083775804,,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,y,middle,NA,Pilosa,0.4,0.083775804,,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,y,middle,NA,Spirobranchus,,NA,3,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,y,tip,NA,Membranipora,0.3,0.070685835,,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,y,tip,NA,Membranipora,0.3,0.070685835,,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
45,Green,AG45,adult,NA,12/06/2025,190,,,y,tip,NA,Spirobranchus,,NA,1,13_5_2025,FSC slip,some snails,NA,1,4,High,N,77,107
46,Green,AG46,adult,NA,12/06/2025,200,,,x,base,NA,Spirobranchus,,NA,3,13_5_2025,FSC slip,some snails,NA,2,4,High,P,78,119
46,Green,AG46,adult,NA,12/06/2025,200,,,x,middle,NA,Membranipora,0.4,0.125663706,,13_5_2025,FSC slip,some snails,NA,2,4,High,P,78,119
46,Green,AG46,adult,NA,12/06/2025,200,,,x,middle,NA,Pilosa,1.2,0.753982237,,13_5_2025,FSC slip,some snails,NA,2,4,High,P,78,119
46,Green,AG46,adult,NA,12/06/2025,200,,,x,middle,NA,Spirobranchus,,NA,3,13_5_2025,FSC slip,some snails,NA,2,4,High,P,78,119
46,Green,AG46,adult,NA,12/06/2025,200,,,x,tip,NA,Membranipora,0.4,0.125663706,,13_5_2025,FSC slip,some snails,NA,2,4,High,P,78,119
46,Green,AG46,adult,NA,12/06/2025,200,,,y,middle,NA,Membranipora,1,0.785398163,,13_5_2025,FSC slip,some snails,NA,2,4,High,P,78,119
46,Green,AG46,adult,NA,12/06/2025,200,,,y,middle,NA,Membranipora,2,3.141592654,,13_5_2025,FSC slip,some snails,NA,2,4,High,P,78,119
46,Green,AG46,adult,NA,12/06/2025,200,,,y,middle,NA,Pilosa,0.8,0.335103216,,13_5_2025,FSC slip,some snails,NA,2,4,High,P,78,119
46,Green,AG46,adult,NA,12/06/2025,200,,,y,middle,NA,Pilosa,0.5,0.130899694,,13_5_2025,FSC slip,some snails,NA,2,4,High,P,78,119
46,Green,AG46,adult,NA,12/06/2025,200,,,y,middle,NA,Spirobranchus,,NA,6,13_5_2025,FSC slip,some snails,NA,2,4,High,P,78,119
46,Green,AG46,adult,NA,12/06/2025,200,,,y,tip,NA,Pilosa,0.8,0.335103216,,13_5_2025,FSC slip,some snails,NA,2,4,High,P,78,119
46,Green,AG46,adult,NA,12/06/2025,200,,,y,tip,NA,Spirobranchus,,NA,3,13_5_2025,FSC slip,some snails,NA,2,4,High,P,78,119
47,Green,AG47,adult,NA,12/06/2025,120,,,x,base,NA,Spirobranchus,,NA,3,13_5_2025,FSC slip,some snails,NA,3,2,High,C,79,139
47,Green,AG47,adult,NA,12/06/2025,120,,,x,middle,NA,Membranipora,2,3.141592654,,13_5_2025,FSC slip,some snails,NA,3,2,High,C,79,139
47,Green,AG47,adult,NA,12/06/2025,120,,,x,middle,NA,Spirobranchus,,NA,6,13_5_2025,FSC slip,some snails,NA,3,2,High,C,79,139
47,Green,AG47,adult,NA,12/06/2025,120,,,x,tip,NA,Spirobranchus,,NA,4,13_5_2025,FSC slip,some snails,NA,3,2,High,C,79,139
47,Green,AG47,adult,NA,12/06/2025,120,,,y,base,NA,Spirobranchus,,NA,3,13_5_2025,FSC slip,some snails,NA,3,2,High,C,79,139
47,Green,AG47,adult,NA,12/06/2025,120,,,y,middle,NA,Membranipora,2,3.141592654,,13_5_2025,FSC slip,some snails,NA,3,2,High,C,79,139
47,Green,AG47,adult,NA,12/06/2025,120,,,y,middle,NA,Spirobranchus,,NA,6,13_5_2025,FSC slip,some snails,NA,3,2,High,C,79,139
47,Green,AG47,adult,NA,12/06/2025,120,,,y,tip,NA,Spirobranchus,,NA,4,13_5_2025,FSC slip,some snails,NA,3,2,High,C,79,139
48,Green,AG48,adult,NA,12/06/2025,190,,,x,middle,NA,Hydrozoa,,NA,2,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,x,middle,NA,Spirobranchus,,NA,3,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,x,tip,NA,Hydrozoa,,NA,1,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,x,tip,NA,Membranipora,0.4,0.125663706,,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,x,tip,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,x,tip,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,y,base,NA,Spirobranchus,,NA,2,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,y,middle,NA,Membranipora,0.3,0.070685835,,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,y,middle,NA,Membranipora,0.2,0.031415927,,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,y,middle,NA,Membranipora,0.1,0.007853982,,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,y,middle,NA,Membranipora,0.4,0.125663706,,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,y,middle,NA,Pilosa,1.2,0.753982237,,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,y,middle,NA,Pilosa,1.2,0.753982237,,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,y,middle,NA,Pilosa,1,0.523598776,,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,y,middle,NA,Pilosa,0.5,0.130899694,,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,y,tip,NA,Membranipora,0.3,0.070685835,,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,y,tip,NA,Membranipora,0.3,0.070685835,,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
48,Green,AG48,adult,NA,12/06/2025,190,,,y,tip,NA,Pilosa,1.1,0.633554518,,13_5_2025,FSC slip,some snails,NA,1,7,Low,N,80,106
1,Red,AR1,adult,NA,12/06/2025,100,,,x,base,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,base,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,base,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,base,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,base,NA,Pilosa,1.1,0.633554518,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,base,NA,Pilosa,1.1,0.633554518,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,base,NA,Pilosa,0.6,0.188495559,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,base,NA,Pilosa,0.2,0.020943951,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,middle,NA,Membranipora,1.5,1.767145868,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,middle,NA,Membranipora,0.4,0.125663706,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,middle,NA,Membranipora,0.5,0.196349541,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,middle,NA,Pilosa,1.4,1.0262536,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,middle,NA,Pilosa,0.3,0.04712389,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,middle,NA,Pilosa,0.5,0.130899694,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,middle,NA,Pilosa,0.5,0.130899694,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,x,middle,NA,Pilosa,0.3,0.04712389,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,y,base,NA,Membranipora,2,3.141592654,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,y,base,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,y,base,NA,Spirobranchus,,NA,3,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,y,middle,NA,Hydrozoa,,NA,1,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,y,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,y,middle,NA,Pilosa,1.5,1.178097245,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,y,middle,NA,Pilosa,0.6,0.188495559,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,y,middle,NA,Spirobranchus,,NA,1,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,y,tip,NA,Hydrozoa,,NA,1,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
1,Red,AR1,adult,NA,12/06/2025,100,,,y,tip,NA,Membranipora,0.4,0.125663706,,27_4_2025,FSC slip,,3,1,7,Low,N,8,102
2,Red,AR2,adult,NA,12/06/2025,110,,,t,middle,NA,Pilosa,1.3,0.884881931,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,x,base,NA,Hydrozoa,,NA,2,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,x,base,NA,Pilosa,0.8,0.335103216,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,x,base,NA,Spirobranchus,,NA,3,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,x,middle,NA,Hydrozoa,,NA,2,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,x,middle,NA,Membranipora,2.5,4.908738521,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,x,middle,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,x,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,x,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,x,middle,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,x,middle,NA,Pilosa,1,0.523598776,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,x,middle,NA,Spirobranchus,,NA,4,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,1 x seasquirt,x,tip,NA,Membranipora,2,3.141592654,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,x,tip,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,x,tip,NA,Membranipora,0.6,0.282743339,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,x,tip,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
2,Red,AR2,adult,NA,12/06/2025,110,,,y,base,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
