,tag_no.x,tag_colour,sea_id,rock_no,origin,tag_color,tag_no.y,rock_number,date,longest_blade,collected_from,biofouling_removed_14_5_25,no_blades,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,swab_prior_enrichment,swab_after_ernichment_16_5,date_sampled,blade_length,notes,blade_side,blade_zone,blade_no,sp,colony_length_max,colony_area,no_h,no_m,no_long_m
6762,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,8,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6763,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6764,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6765,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6766,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,21,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6767,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6768,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6769,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6770,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6771,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6772,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6773,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6774,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6775,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6776,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6777,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6778,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6779,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,30,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6780,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,NA,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA
6781,160notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6782,160notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.6,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6783,160notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6784,160notag,,,,Kilchoan_young,,NA,NA,4_12_2025,1,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6785,160notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.3,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6786,160notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.7,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6787,160notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.8,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6788,160notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6789,160notag,,,,Kilchoan_young,,NA,NA,4_12_2025,2,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6790,160notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.53,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6791,160notag,,,,Kilchoan_young,,NA,NA,4_12_2025,22,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6792,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6793,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,23,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6794,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6795,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6796,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6797,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,16,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6798,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6799,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6800,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6801,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6802,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6803,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6804,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6805,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6806,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6807,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6808,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,8,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6809,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6810,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6811,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6812,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,21,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6813,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6814,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6815,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6816,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6817,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6818,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6819,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6820,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6821,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6822,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6823,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6824,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6825,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,30,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6826,160notag,,,,Kilchoan_young,,NA,NA,16_2_2025,NA,,,NA,NA,NA,5,,,,,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA
6827,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6828,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.6,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6829,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6830,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,1,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6831,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.3,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6832,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.7,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6833,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.8,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6834,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6835,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,2,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6836,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.53,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6837,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,22,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6838,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6839,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,23,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6840,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6841,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6842,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6843,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,16,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6844,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6845,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6846,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6847,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6848,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6849,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6850,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6851,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6852,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6853,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6854,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,8,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6855,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6856,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6857,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6858,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,21,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6859,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6860,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6861,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6862,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6863,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6864,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6865,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6866,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6867,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6868,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6869,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6870,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6871,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,30,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6872,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,NA,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,base,NA,,,NA,,3,NA
6873,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6874,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.6,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6875,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.5,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6876,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,1,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6877,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.3,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6878,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.7,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6879,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.8,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6880,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6881,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,2,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6882,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,0.53,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6883,178notag,,,,Kilchoan_young,,NA,NA,4_12_2025,22,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6884,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6885,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,23,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6886,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6887,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6888,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6889,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,16,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6890,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6891,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6892,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6893,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,11,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6894,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,20,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6895,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6896,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6897,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6898,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6899,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6900,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,8,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6901,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,18,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6902,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6903,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6904,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,21,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6905,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,13,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6906,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6907,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,9,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6908,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,7,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6909,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6910,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6911,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,12,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6912,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6913,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6914,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,17,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6915,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,10,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6916,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,2,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6917,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,30,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
6918,178notag,,,,Kilchoan_young,,NA,NA,16_2_2025,NA,,,NA,NA,NA,5,,,,,12/06/2025,NA,,x,middle,NA,ep,1.2,0.753982237,,1,NA
