rank,tag_no_x,tag_color,seaweed_id,age,rock_no_x,epibiont_sampling_date,blade_length,notes,blade_side,blade_zone,blade_no,species,colony_length_max,colony_area,species_count,set_date,origin,biofouling_removed_14_5_25,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,swab_prior_enrichment,swab_after_ernichment_16_5
1015,27,Blue,AB27,adult,NA,02/07/2025,210,,x,tip,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1016,27,Blue,AB27,adult,NA,02/07/2025,210,,y,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1017,27,Blue,AB27,adult,NA,02/07/2025,210,,y,tip,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1018,27,Blue,AB27,adult,NA,02/07/2025,210,,y,tip,NA,Pilosa,0.5,0.130899694,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1019,27,Blue,AB27,adult,NA,02/07/2025,210,,y,tip,NA,Pilosa,1.5,1.178097245,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1020,27,Blue,AB27,adult,NA,02/07/2025,210,,x,base,NA,Spirobranchus,,NA,2,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1021,27,Blue,AB27,adult,NA,02/07/2025,210,,x,tip,NA,Spirobranchus,,NA,6,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1022,27,Blue,AB27,adult,NA,02/07/2025,210,,y,base,NA,Spirobranchus,,NA,2,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1023,27,Blue,AB27,adult,NA,02/07/2025,210,,y,middle,NA,Spirobranchus,,NA,4,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1024,27,Blue,AB27,adult,NA,02/07/2025,210,,y,tip,NA,Spirobranchus,,NA,8,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1025,27,Blue,AB27,adult,NA,04/06/2025,210,,x,tip,NA,Pilosa,0.5,0.130899694,2,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1026,27,Blue,AB27,adult,NA,04/06/2025,210,,x,tip,NA,Pilosa,0.5,0.130899694,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1027,27,Blue,AB27,adult,NA,04/06/2025,210,,x,tip,NA,Spirobranchus,0.5,NA,1,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1028,27,Blue,AB27,adult,NA,04/06/2025,210,,y,base,NA,Spirobranchus,,NA,1,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1029,27,Blue,AB27,adult,NA,12/06/2025,210,,x,middle,NA,Hydrozoa,0.2,NA,1,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1030,27,Blue,AB27,adult,NA,12/06/2025,210,,x,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1031,27,Blue,AB27,adult,NA,12/06/2025,210,,x,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1032,27,Blue,AB27,adult,NA,12/06/2025,210,,x,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1033,27,Blue,AB27,adult,NA,12/06/2025,210,,x,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1034,27,Blue,AB27,adult,NA,12/06/2025,210,,x,tip,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1035,27,Blue,AB27,adult,NA,12/06/2025,210,,x,tip,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1036,27,Blue,AB27,adult,NA,12/06/2025,210,,x,tip,NA,Pilosa,1.2,0.753982237,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1037,27,Blue,AB27,adult,NA,12/06/2025,210,,x,tip,NA,Pilosa,0.5,0.130899694,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1038,27,Blue,AB27,adult,NA,12/06/2025,210,,x,tip,NA,Spirobranchus,1.2,NA,2,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1039,27,Blue,AB27,adult,NA,12/06/2025,210,,y,middle,NA,Membranipora,1,NA,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1040,27,Blue,AB27,adult,NA,12/06/2025,210,,y,middle,NA,Membranipora,0.2,NA,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1041,27,Blue,AB27,adult,NA,12/06/2025,210,,y,middle,NA,Hydrozoa,1,NA,2,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1042,27,Blue,AB27,adult,NA,12/06/2025,210,,y,tip,NA,Hydrozoa,1.5,NA,2,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1043,27,Blue,AB27,adult,NA,12/06/2025,210,,y,tip,NA,Membranipora,0.8,0.502654825,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1044,27,Blue,AB27,adult,NA,12/06/2025,210,,y,tip,NA,Pilosa,1.5,1.178097245,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1045,27,Blue,AB27,adult,NA,12/06/2025,210,,y,tip,NA,Pilosa,1,0.523598776,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1046,27,Blue,AB27,adult,NA,12/06/2025,210,,y,tip,NA,Pilosa,0.4,0.083775804,,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1047,27,Blue,AB27,adult,NA,12/06/2025,210,,y,base,NA,Spirobranchus,,NA,2,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1048,27,Blue,AB27,adult,NA,12/06/2025,210,,y,middle,NA,Spirobranchus,1,NA,2,12_5_2025,farland,hydro=29;bryo=8,NA,6,3,Low,P,59,135
1049,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,y,tip,NA,Hydrozoa,0.2,NA,4,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1050,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,x,base,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1051,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,x,base,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1052,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,x,base,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1053,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,x,middle,NA,Membranipora,1.5,1.767145868,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1054,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,x,tip,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1055,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,y,middle,NA,Membranipora,0.4,0.125663706,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1056,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,y,middle,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1057,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,y,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1058,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,y,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1059,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,y,tip,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1060,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,x,middle,NA,Pilosa,0.8,0.335103216,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1061,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,x,middle,NA,Pilosa,0.3,0.04712389,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1062,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,x,middle,NA,Pilosa,2,2.094395102,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1063,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,x,middle,NA,Pilosa,0.7,0.2565634,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1064,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,x,middle,NA,Pilosa,0.3,0.04712389,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1065,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,x,tip,NA,Pilosa,0.7,0.2565634,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1066,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,y,middle,NA,Pilosa,1,0.523598776,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1067,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,y,middle,NA,Pilosa,1,0.523598776,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1068,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,y,middle,NA,Pilosa,0.6,0.188495559,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1069,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,y,middle,NA,Pilosa,0.6,0.188495559,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1070,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,x,base,NA,Spirobranchus,0.2,NA,1,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1071,28,Blue,AB28,adult,NA,12/06/2025,320,tag detached250,y,middle,NA,Spirobranchus,1,NA,4,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1072,28,Blue,AB28,adult,NA,04/06/2025,320,,x,middle,NA,Hydrozoa,0.5,NA,4,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1073,28,Blue,AB28,adult,NA,04/06/2025,320,,x,middle,NA,Membranipora,0.5,0.196349541,3,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1074,28,Blue,AB28,adult,NA,04/06/2025,320,,x,middle,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1075,28,Blue,AB28,adult,NA,04/06/2025,320,,x,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1076,28,Blue,AB28,adult,NA,04/06/2025,320,,y,middle,NA,Membranipora,0.3,0.070685835,1,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1077,28,Blue,AB28,adult,NA,04/06/2025,320,,x,middle,NA,Pilosa,0.5,0.130899694,1,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1078,28,Blue,AB28,adult,NA,04/06/2025,320,,y,middle,NA,Pilosa,0.4,0.083775804,3,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1079,28,Blue,AB28,adult,NA,04/06/2025,320,,y,middle,NA,Pilosa,0.4,0.083775804,,12_5_2025,farland,bryo=19;hydro=123;donut=5;maerl=5,NA,7,6,High,C,60,151
1080,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,tip,NA,Hydrozoa,1,NA,3,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1081,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,tip,NA,Hydrozoa,0.1,NA,0,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1082,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,y,middle,NA,Hydrozoa,1.2,NA,2,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1083,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,base,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1084,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,base,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1085,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,base,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1086,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1087,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,middle,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1088,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1089,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,tip,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1090,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,tip,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1091,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,tip,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1092,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,tip,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1093,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,y,base,NA,Membranipora,2,3.141592654,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1094,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,y,tip,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1095,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,middle,NA,Pilosa,1,0.523598776,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1096,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,middle,NA,Pilosa,1,0.523598776,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1097,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,tip,NA,Pilosa,1,0.523598776,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1098,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,tip,NA,Pilosa,0.8,0.335103216,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1099,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,y,middle,NA,Pilosa,1.2,0.753982237,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1100,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,y,tip,NA,Pilosa,1.3,0.884881931,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1101,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,y,tip,NA,Pilosa,1,0.523598776,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1102,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,base,NA,Spirobranchus,0.1,NA,1,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1103,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,x,middle,NA,Spirobranchus,1,NA,2,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1104,29,Blue,AB29,adult,NA,12/06/2025,230,tag detached160,y,base,NA,Spirobranchus,2,NA,1,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1105,29,Blue,AB29,adult,NA,04/06/2025,230,tag detached178,x,tip,NA,Membranipora,0.4,0.125663706,1,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1106,29,Blue,AB29,adult,NA,04/06/2025,230,tag detached178,y,tip,NA,Membranipora,0.4,0.125663706,1,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1107,29,Blue,AB29,adult,NA,04/06/2025,230,tag detached178,x,middle,NA,Pilosa,,0,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1108,29,Blue,AB29,adult,NA,04/06/2025,230,tag detached178,x,tip,NA,Pilosa,0.5,0.130899694,2,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1109,29,Blue,AB29,adult,NA,04/06/2025,230,tag detached178,y,base,NA,Pilosa,0.5,0.130899694,,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1110,29,Blue,AB29,adult,NA,04/06/2025,230,tag detached178,y,tip,NA,Pilosa,1,0.523598776,1,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1111,29,Blue,AB29,adult,NA,04/06/2025,230,tag detached178,x,middle,NA,Spirobranchus,,NA,1,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1112,29,Blue,AB29,adult,NA,04/06/2025,230,tag detached178,y,middle,NA,Spirobranchus,,NA,1,12_5_2025,farland,hydro=137;bryo=1,NA,5,5,Low,N,61,113
1113,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,x,middle,NA,Hydrozoa,0.3,NA,1,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1114,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,x,middle,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1115,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,x,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1116,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,x,middle,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1117,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,x,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1118,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,x,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1119,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,x,tip,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1120,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,x,tip,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1121,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,x,tip,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1122,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,x,tip,NA,Membranipora,0.3,0.070685835,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1123,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,x,tip,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1124,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,base,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1125,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1126,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1127,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1128,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1129,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1130,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1131,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1132,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1133,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1134,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1135,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,tip,NA,Membranipora,1,0.785398163,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1136,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,tip,NA,Membranipora,0.4,0.125663706,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1137,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,tip,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1138,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,tip,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1139,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,tip,NA,Membranipora,0.4,0.125663706,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1140,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,y,middle,NA,Pilosa,1.2,0.753982237,3,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1141,30,Blue,AB30,adult,NA,12/06/2025,200,tag detached200,x,middle,NA,Spirobranchus,0.3,NA,2,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1142,30,Blue,AB30,adult,NA,02/07/2025,200,,y,base,,Membranipora,0.2,NA,,12_5_2025,farland,bryo=11;hydro=37,5,2,4,High,P,62,134
1143,30,Blue,AB30,adult,NA,02/07/2025,200,no tip,x,base,NA,Hydrozoa,,NA,15,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1144,30,Blue,AB30,adult,NA,02/07/2025,200,,x,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1145,30,Blue,AB30,adult,NA,02/07/2025,200,,x,middle,NA,Membranipora,2,3.141592654,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1146,30,Blue,AB30,adult,NA,02/07/2025,200,,x,middle,NA,Membranipora,1.5,1.767145868,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1147,30,Blue,AB30,adult,NA,02/07/2025,200,,y,base,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1148,30,Blue,AB30,adult,NA,02/07/2025,200,,y,base,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1149,30,Blue,AB30,adult,NA,02/07/2025,200,,y,base,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1150,30,Blue,AB30,adult,NA,02/07/2025,200,,y,middle,NA,Membranipora,2.5,4.908738521,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1151,30,Blue,AB30,adult,NA,02/07/2025,200,,y,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1152,30,Blue,AB30,adult,NA,02/07/2025,200,,y,middle,NA,Membranipora,0.1,0.007853982,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1153,30,Blue,AB30,adult,NA,02/07/2025,200,,y,middle,NA,Membranipora,0.2,0.031415927,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1154,30,Blue,AB30,adult,NA,02/07/2025,200,,y,middle,NA,Membranipora,1,0.785398163,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1155,30,Blue,AB30,adult,NA,02/07/2025,200,,y,middle,NA,Pilosa,1.4,1.0262536,,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1156,30,Blue,AB30,adult,NA,02/07/2025,200,,x,middle,NA,Spirobranchus,,NA,6,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
1157,30,Blue,AB30,adult,NA,02/07/2025,200,,y,middle,NA,Spirobranchus,,NA,9,12_5_2025,farland,bryo=11;hydro=37,NA,6,4,High,P,62,134
