tag_no_x,tag_colour,seaweed_id,rock_no,age,epibiont_sampling,blade_length_pre_experiment,blade_length_in_experiment,notes,origin,tag_no_y,rock_number,date,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,tag_no_x,tag_colour,origin_kelp,biofouling_removed_14_5_25,,blade_length_pre_experiment,blade_length_in_experiment,,rank_of_blade_on_rock,,no_young_blades_per_rock,swab_prior_enrichment,swab_after_ernichment_16_5,blade_side,blade_zone,species,bryozoan_colony_length_max,bryozoan_colony_area,hydrozoan_counts,spirobranchus_counts
2,red,AR2,NA,old,04/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,base,Membranipora,1.5,1.767145868,,
2,red,AR2,NA,old,04/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,,,y,middle,Spirobranchus,,,,1
2,red,AR2,NA,old,04/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,middle,Membranipora,0.5,0.196349541,,
2,red,AR2,NA,old,04/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,middle,Membranipora,0.5,0.196349541,,
2,red,AR2,NA,old,04/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,middle,Pilosa,1,0.523598776,,
2,red,AR2,NA,old,04/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,tip,Pilosa,1.5,1.178097245,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,,,,8,102,x,base,Spirobranchus,,NA,,3
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,,,,,,x,base,Obelia,NA,NA,2,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,x,base,Pilosa,0.8,0.335103216,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,,,,8,102,y,base,Spirobranchus,,NA,,9
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,,,,,,x,middle,Obelia,NA,NA,2,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,x,middle,Membranipora,2.5,4.908738521,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,x,middle,Membranipora,1,0.785398163,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,x,middle,Pilosa,1,0.523598776,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,x,middle,Membranipora,0.2,0.031415927,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,x,middle,Membranipora,0.2,0.031415927,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,x,middle,Membranipora,0.1,0.007853982,,
2,red,AR2,NA,old,12/06/2025,110,,1 x seasquirt,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,x,tip,Membranipora,2,3.141592654,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,x,tip,Membranipora,1,0.785398163,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,x,tip,Membranipora,0.6,0.282743339,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,x,tip,Membranipora,0.3,0.070685835,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,base,Membranipora,0.2,0.031415927,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,base,Membranipora,0.2,0.031415927,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,base,Membranipora,0.6,0.282743339,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,middle,Membranipora,2.5,4.908738521,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,middle,Membranipora,2,3.141592654,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,middle,Membranipora,1,0.785398163,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,middle,Membranipora,1.5,1.767145868,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,middle,Membranipora,0.2,0.031415927,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,middle,Membranipora,0.2,0.031415927,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,middle,Membranipora,0.2,0.031415927,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,t,middle,Pilosa,1.3,0.884881931,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,middle,Spirobranchus,,,,1
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,tip,Membranipora,0.6,0.282743339,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,tip,Membranipora,0.4,0.125663706,,
2,red,AR2,NA,old,12/06/2025,110,,,Adult_local,2,,27_4_2025,4,2,7,Low,P,2,red,FSC slip,,,110,,,NA,,,2,128,y,tip,Membranipora,0.8,0.502654825,,
3,red,AR3,NA,old,04/06/2025,80,,tag detached_90,Adult_local,3,,27_4_2025,2,3,5,Low,C,3,red,FSC slip,,,80,,,NA,,,13,144,x,base,Membranipora,0.1,0.007853982,,
3,red,AR3,NA,old,04/06/2025,80,,tag detached_90,Adult_local,3,,27_4_2025,2,3,5,Low,C,3,red,FSC slip,,,80,,,NA,,,13,144,x,middle,Membranipora,0.3,0.070685835,,
3,red,AR3,NA,old,04/06/2025,80,,tag detached_90,Adult_local,3,,27_4_2025,2,3,5,Low,C,3,red,FSC slip,,,80,,,NA,,,13,144,x,middle,Membranipora,0.3,0.070685835,,
3,red,AR3,NA,old,04/06/2025,80,,tag detached_90,Adult_local,3,,27_4_2025,2,3,5,Low,C,3,red,FSC slip,,,80,,,NA,,,13,144,x,tip,Membranipora,0.1,0.007853982,,
3,red,AR3,NA,old,04/06/2025,80,,tag detached_90,Adult_local,3,,27_4_2025,2,3,5,Low,C,3,red,FSC slip,,,80,,,NA,,,13,144,x,tip,Membranipora,0.1,0.007853982,,
3,red,AR3,NA,old,04/06/2025,80,,tag detached_90,Adult_local,3,,27_4_2025,2,3,5,Low,C,3,red,FSC slip,,,80,,,NA,,,,,x,base,Spirobranchus,,,,3
3,red,AR3,NA,old,04/06/2025,80,,tag detached_90,Adult_local,3,,27_4_2025,2,3,5,Low,C,3,red,FSC slip,,,80,,,NA,,,13,144,y,base,Membranipora,0.8,0.502654825,,
3,red,AR3,NA,old,04/06/2025,80,,tag detached_90,Adult_local,3,,27_4_2025,2,3,5,Low,C,3,red,FSC slip,,,80,,,NA,,,13,144,y,base,Membranipora,0.1,0.007853982,,
3,red,AR3,NA,old,04/06/2025,80,,tag detached_90,Adult_local,3,,27_4_2025,2,3,5,Low,C,3,red,FSC slip,,,80,,,NA,,,13,144,y,base,Membranipora,0.1,0.007853982,,
3,red,AR3,NA,old,04/06/2025,80,,tag detached_90,Adult_local,3,,27_4_2025,2,3,5,Low,C,3,red,FSC slip,,,80,,,NA,,,,,x,middle,Spirobranchus,,,,4
3,red,AR3,NA,old,04/06/2025,80,,tag detached_90,Adult_local,3,,27_4_2025,2,3,5,Low,C,3,red,FSC slip,,,80,,,NA,,,13,144,y,middle,Membranipora,0.2,0.031415927,,
3,red,AR3,NA,old,04/06/2025,80,,tag detached_90,Adult_local,3,,27_4_2025,2,3,5,Low,C,3,red,FSC slip,,,80,,,NA,,,13,144,y,middle,Pilosa,1.1,0.633554518,,
3,red,AR3,NA,old,04/06/2025,80,,tag detached_90,Adult_local,3,,27_4_2025,2,3,5,Low,C,3,red,FSC slip,,,80,,,NA,,,13,144,y,tip,,,NA,,
150notag,,AB22,NA,old,12/06/2025,0.5,,tag detached,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,0.5,,,NA,,,,,x,base,Pilosa,0.4,0.083775804,,
150notag,,AB22,NA,old,12/06/2025,0.5,,tag detached,Adult_local,22,,12_5_2025,,7,5,Low,C,150notag,,,,,0.5,,,NA,,,,,x,middle,Pilosa,1.2,0.753982237,,
4,red,AR4,NA,old,04/06/2025,81,,,Adult_local,4,,27_4_2025,2,2,7,Low,P,4,red,FSC slip,,,81,,,NA,,,18,130,x,base,,,NA,,
4,red,AR4,NA,old,04/06/2025,81,,,Adult_local,4,,27_4_2025,2,2,7,Low,P,4,red,FSC slip,,,81,,,NA,,,18,130,x,middle,Membranipora,2,3.141592654,,
4,red,AR4,NA,old,04/06/2025,81,,,Adult_local,4,,27_4_2025,2,2,7,Low,P,4,red,FSC slip,,,81,,,NA,,,18,130,x,tip,Membranipora,1.5,1.767145868,,
4,red,AR4,NA,old,04/06/2025,81,,,Adult_local,4,,27_4_2025,2,2,7,Low,P,4,red,FSC slip,,,81,,,NA,,,18,130,y,base,Membranipora,1,0.785398163,,
4,red,AR4,NA,old,04/06/2025,81,,,Adult_local,4,,27_4_2025,2,2,7,Low,P,4,red,FSC slip,,,81,,,NA,,,2,128,y,tip,Spirobranchus,,,,3
4,red,AR4,NA,old,04/06/2025,81,,,Adult_local,4,,27_4_2025,2,2,7,Low,P,4,red,FSC slip,,,81,,,NA,,,18,130,y,middle,Membranipora,,0,,
4,red,AR4,NA,old,04/06/2025,81,,,Adult_local,4,,27_4_2025,2,2,7,Low,P,4,red,FSC slip,,,81,,,NA,,,18,130,y,tip,,,NA,,
4,red,AR4,NA,old,12/06/2025,81,,mia,Adult_local,4,,27_4_2025,2,2,7,Low,P,4,red,FSC slip,,,81,,,NA,,,18,130,,,,,NA,,
5,red,AR5,NA,old,04/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,x,middle,,,NA,,
5,red,AR5,NA,old,04/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,x,tip,,,NA,,
5,red,AR5,NA,old,04/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,x,base,Spirobranchus,,NA,,1
5,red,AR5,NA,old,04/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,x,middle,Membranipora,4,NA,,
5,red,AR5,NA,old,04/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,x,middle,Membranipora,2,NA,,
5,red,AR5,NA,old,04/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,x,middle,Membranipora,1,NA,,
5,red,AR5,NA,old,12/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,x,base,Spirobranchus,,,,1
27,blue,AB27,NA,old,12/06/2025,210,,,Adult_local,27,,12_5_2025,,7,3,Low,P,27,blue,farland,hydro=29;bryo=8,,64,,,NA,,,14,148,x,middle,,,NA,,
5,red,AR5,NA,old,12/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,x,middle,Spirobranchus,,,,1
5,red,AR5,NA,old,12/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,x,middle,Membranipora,4,,,
5,red,AR5,NA,old,12/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,x,middle,Membranipora,4,,,
5,red,AR5,NA,old,12/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,x,middle,Membranipora,4,,,
5,red,AR5,NA,old,12/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,x,middle,Membranipora,2,,,
5,red,AR5,NA,old,12/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,x,middle,Membranipora,1,,,
5,red,AR5,NA,old,12/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,x,middle,Membranipora,4,,,
5,red,AR5,NA,old,12/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,y,middle,Membranipora,0.3,,,
5,red,AR5,NA,old,12/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,y,middle,Membranipora,0.2,,,
5,red,AR5,NA,old,12/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,y,middle,Pilosa,1,,,
5,red,AR5,NA,old,12/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,y,tip,Pilosa,3,,,
5,red,AR5,NA,old,12/06/2025,64,,,Adult_local,5,,27_4_2025,2,3,6,High,C,5,red,FSC slip,,,64,,,NA,,,14,148,y,tip,,,NA,,
6,red,AR6,NA,old,04/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,x,base,,,NA,,
6,red,AR6,NA,old,04/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,,,,14,148,x,base,Spirobranchus,,NA,,1
6,red,AR6,NA,old,04/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,,,,,,x,middle,Obelia,NA,NA,3,
6,red,AR6,NA,old,04/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,x,middle,Membranipora,0.2,0.031415927,,
6,red,AR6,NA,old,04/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,x,middle,Pilosa,1.3,0.884881931,,
6,red,AR6,NA,old,04/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,x,tip,,,NA,,
6,red,AR6,NA,old,04/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,,,y,tip,Spirobranchus,,,,1
6,red,AR6,NA,old,04/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,y,base,Membranipora,1.8,2.544690049,,
6,red,AR6,NA,old,04/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,,,,,,x,middle,Spirobranchus,,,,1
6,red,AR6,NA,old,04/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,,,,,,y,middle,Obelia,NA,NA,4,
6,red,AR6,NA,old,04/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,y,middle,Membranipora,1.2,1.130973355,,
6,red,AR6,NA,old,04/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,y,middle,Membranipora,1.2,1.130973355,,
6,red,AR6,NA,old,04/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,y,middle,Membranipora,1.2,1.130973355,,
6,red,AR6,NA,old,04/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,y,tip,,,NA,,
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,x,base,,,NA,,
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,y,base,Spirobranchus,,,,1
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,x,middle,Membranipora,1.8,2.544690049,,
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,x,middle,Membranipora,0.1,0.007853982,,
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,x,middle,Membranipora,0.1,0.007853982,,
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,x,middle,Membranipora,0.2,0.031415927,,
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,x,middle,Membranipora,0.1,0.007853982,,
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,,,,,,x,tip,Obelia,NA,NA,1,
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,x,tip,Membranipora,0.5,0.196349541,,
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,,,y,middle,Spirobranchus,,,,1
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,y,base,Membranipora,0.2,0.031415927,,
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,y,base,Membranipora,0.2,0.031415927,,
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,x,middle,Spirobranchus,,,,4
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,y,middle,Pilosa,1,0.523598776,,
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,y,middle,Membranipora,0.3,0.070685835,,
6,red,AR6,NA,old,12/06/2025,92,,,Adult_local,6,,27_4_2025,2,3,4,High,C,6,red,FSC slip,,,92,,,NA,,,17,140,y,tip,Membranipora,0.5,0.196349541,,
7,red,AR7,NA,old,04/06/2025,60,,meristem only:clean,Adult_local,7,,27_4_2025,2,1,3,Low,N,7,red,FSC slip,,,60,,,NA,,,19,110,,,,,NA,,
9,red,AR9,NA,old,04/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,base,,,NA,,
9,red,AR9,NA,old,04/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,middle,Pilosa,0.5,0.130899694,,
9,red,AR9,NA,old,04/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,middle,Membranipora,0.6,0.282743339,,
9,red,AR9,NA,old,04/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,middle,Pilosa,0.3,0.04712389,,
9,red,AR9,NA,old,04/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,tip,Pilosa,0.6,0.188495559,,
9,red,AR9,NA,old,04/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,tip,Membranipora,0.3,0.070685835,,
9,red,AR9,NA,old,04/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,y,base,,,NA,,
9,red,AR9,NA,old,04/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,,,,,,y,middle,Obelia,NA,NA,1,
9,red,AR9,NA,old,04/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,y,middle,Membranipora,0.8,0.502654825,,
9,red,AR9,NA,old,04/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,y,tip,,,NA,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,17,140,y,base,Spirobranchus,,,,2
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,17,140,y,middle,Spirobranchus,,,,1
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,middle,Membranipora,1,0.785398163,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,tip,Pilosa,1,0.523598776,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,tip,Pilosa,1,0.523598776,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,tip,Pilosa,0.5,0.130899694,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,tip,Membranipora,0.2,0.031415927,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,base,Spirobranchus,,NA,,1
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,tip,Membranipora,0.1,0.007853982,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,y,base,,,NA,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,middle,Spirobranchus,,,,2
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,y,middle,Pilosa,1.1,0.633554518,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,y,middle,Pilosa,1,0.523598776,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,y,middle,Pilosa,0.6,0.188495559,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,y,middle,Membranipora,0.7,0.3848451,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,y,middle,Membranipora,0.2,0.031415927,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,y,middle,Membranipora,0.2,0.031415927,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,y,middle,Membranipora,0.2,0.031415927,,
9,red,AR9,NA,old,12/06/2025,130,,,Adult_local,9,,27_4_2025,,2,6,High,P,9,red,FSC slip,,,130,,,NA,,,84,120,x,tip,Spirobranchus,,,,1
1,white,AW1,NA,old,04/06/2025,130,,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,FSC slip,,,130,,,NA,,,81,121,x,base,Pilosa,0.2,0.020943951,,
1,white,AW1,NA,old,04/06/2025,130,,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,FSC slip,,,130,,,NA,,,81,121,x,middle,Membranipora,0.1,0.007853982,,
1,white,AW1,NA,old,04/06/2025,130,,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,FSC slip,,,130,,,NA,,,81,121,x,tip,Membranipora,0.4,0.125663706,,
1,white,AW1,NA,old,04/06/2025,130,,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,FSC slip,,,130,,,NA,,,81,121,y,base,Pilosa,0.2,0.020943951,,
