"","age","biofouling_removed_14_5_25.x","biofouling_removed_14_5_25.y","blade_length_in_experiment","blade_length_pre_experiment.x","blade_length_pre_experiment.y","blade_side","blade_zone","bryozoan_colony_area","bryozoan_colony_length_max","date.x","date.y","epibiont_sampling","hydrozoan_counts","initial_tank.x","initial_tank.y","main_experiment_tank.x","main_experiment_tank.y","no_blades","no_young_blades_per_rock","notes","nutrient_treatment.x","nutrient_treatment.y","nutrient_treatment_tank.x","nutrient_treatment_tank.y","origin.x","origin.y","origin_kelp.x","origin_kelp.y","rank","rank_of_blade_on_rock","rock_no","rock_number.x","rock_number.y","seaweed_id","species","spirobranchus_counts","swab_after_enrichment_16_5","swab_after_ernichment_16_5","swab_prior_enrichment.x","swab_prior_enrichment.y","tag_color.x","tag_color.y","tag_colour","tag_no_x","tag_no_y","tank","turbulence.x","turbulence.y"
"1096","old",NA,"some sils","",NA,190,"y","middle",0.753982237,"1.2",NA,"13_5_2025","12/06/2025","",NA,NA,NA,7,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"FSC slip",933,NA,NA,NA,NA,"AG48","Pilosa",NA,NA,106,NA,80,NA,"Green","green","48",48,NA,NA,"Low"
"1097","old",NA,"some sils","",NA,190,"y","middle",0.523598776,"1",NA,"13_5_2025","12/06/2025","",NA,NA,NA,7,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"FSC slip",934,NA,NA,NA,NA,"AG48","Pilosa",NA,NA,106,NA,80,NA,"Green","green","48",48,NA,NA,"Low"
"1098","old",NA,"some sils","",NA,190,"y","middle",0.070685835,"0.3",NA,"13_5_2025","12/06/2025","",NA,NA,NA,7,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"FSC slip",935,NA,NA,NA,NA,"AG48","Membranipora",NA,NA,106,NA,80,NA,"Green","green","48",48,NA,NA,"Low"
"1099","old",NA,"some sils","",NA,190,"y","middle",0.031415927,"0.2",NA,"13_5_2025","12/06/2025","",NA,NA,NA,7,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"FSC slip",936,NA,NA,NA,NA,"AG48","Membranipora",NA,NA,106,NA,80,NA,"Green","green","48",48,NA,NA,"Low"
"1100","old",NA,"some sils","",NA,190,"y","middle",0.007853982,"0.1",NA,"13_5_2025","12/06/2025","",NA,NA,NA,7,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"FSC slip",937,NA,NA,NA,NA,"AG48","Membranipora",NA,NA,106,NA,80,NA,"Green","green","48",48,NA,NA,"Low"
"1101","old",NA,"some sils","",NA,190,"y","middle",0.125663706,"0.4",NA,"13_5_2025","12/06/2025","",NA,NA,NA,7,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"FSC slip",938,NA,NA,NA,NA,"AG48","Membranipora",NA,NA,106,NA,80,NA,"Green","green","48",48,NA,NA,"Low"
"1102","old",NA,"some sils","",NA,190,"y","middle",0.130899694,"0.5",NA,"13_5_2025","12/06/2025","",NA,NA,NA,7,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"FSC slip",939,NA,NA,NA,NA,"AG48","Pilosa",NA,NA,106,NA,80,NA,"Green","green","48",48,NA,NA,"Low"
"1103","old",NA,"some sils","",NA,190,"y","tip",0.633554518,"1.1",NA,"13_5_2025","12/06/2025","",NA,NA,NA,7,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"FSC slip",940,NA,NA,NA,NA,"AG48","Pilosa",NA,NA,106,NA,80,NA,"Green","green","48",48,NA,NA,"Low"
"1104","old",NA,"some sils","",NA,190,"y","tip",0.070685835,"0.3",NA,"13_5_2025","12/06/2025","",NA,NA,NA,7,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"FSC slip",941,NA,NA,NA,NA,"AG48","Membranipora",NA,NA,106,NA,80,NA,"Green","green","48",48,NA,NA,"Low"
"1105","old",NA,"some sils","",NA,190,"y","tip",0.070685835,"0.3",NA,"13_5_2025","12/06/2025","",NA,NA,NA,7,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"FSC slip",942,NA,NA,NA,NA,"AG48","Membranipora",NA,NA,106,NA,80,NA,"Green","green","48",48,NA,NA,"Low"
"1106","old",NA,"","",NA,NA,"y","tip",0.005235988,"0.1",NA,"","04/06/2025","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"",943,NA,NA,NA,NA,"AG9","Pilosa",NA,NA,NA,NA,NA,NA,NA,"green","9",NA,NA,NA,""
"1107","old",NA,"","",NA,NA,"","",NA,"",NA,"","04/06/2025","",NA,NA,NA,NA,NA,NA,"tag only",NA,"",NA,NA,NA,"",NA,"",944,NA,NA,NA,NA,"AO9","",NA,NA,NA,NA,NA,NA,NA,"orange","9",NA,NA,NA,""
"1108","old",NA,"","",NA,100,"x","base",0.2565634,"0.7",NA,"27_4_2022","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",943,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","-2",-2,NA,NA,"Low"
"1109","old",NA,"","",NA,100,"x","base",NA,"",NA,"27_4_2023","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",944,NA,NA,NA,NA,"AR1","Spirobranchus",1,NA,NA,NA,NA,NA,"Red","red","-1",-1,NA,NA,"Low"
"1110","old",NA,"","",NA,100,"x","base",NA,NA,NA,"27_4_2024","04/06/2025","1",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",945,NA,NA,NA,NA,"AR1","Obelia",NA,NA,NA,NA,NA,NA,"Red","red","0",0,NA,NA,"Low"
"1111","old",NA,"","",NA,100,"x","base",0.031415927,"0.2",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",946,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1112","old",NA,"","",NA,100,"x","base",0.007853982,"0.1",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",947,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1113","old",NA,"","",NA,100,"x","base",0.070685835,"0.3",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",948,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1114","old",NA,"","",NA,100,"x","middle",0.2565634,"0.7",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",949,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1115","old",NA,"","",NA,100,"x","middle",0.070685835,"0.3",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",950,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1116","old",NA,"","",NA,100,"x","middle",0.125663706,"0.4",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",951,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1117","old",NA,"","",NA,100,"x","middle",0.070685835,"0.3",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",952,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1118","old",NA,"","",NA,100,"x","middle",0.125663706,"0.4",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",953,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1119","old",NA,"","",NA,100,"x","middle",0.070685835,"0.3",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",954,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1120","old",NA,"","",NA,100,"x","middle",0.125663706,"0.4",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",955,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1121","old",NA,"","",NA,100,"x","tip",NA,"",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",956,NA,NA,NA,NA,"AR1","",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1122","old",NA,"","",NA,100,"y","base",0.130899694,"0.5",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",957,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1123","old",NA,"","",NA,100,"y","base",0.070685835,"0.3",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",958,NA,NA,NA,NA,"AR1","Membranipora",2,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1124","old",NA,"","",NA,100,"y","base",0.007853982,"0.1",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",959,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1125","old",NA,"","",NA,100,"y","base",0.007853982,"0.1",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",960,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1126","old",NA,"","",NA,100,"y","middle",NA,"",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR1","Spirobranchus",1,NA,NA,NA,NA,NA,"Red","red","1",1,NA,NA,"Low"
"1127","old",NA,"","",NA,100,"y","middle",NA,"",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR1","Obelia",NA,NA,NA,NA,NA,NA,"Red","red","1",1,NA,NA,"Low"
"1128","old",NA,"","",NA,100,"y","middle",NA,NA,NA,"27_4_2025","04/06/2025","4",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR1","Obelia",NA,NA,NA,NA,NA,NA,"Red","red","1",1,NA,NA,"Low"
"1129","old",NA,"","",NA,100,"y","middle",0.020943951,"0.2",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",961,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1130","old",NA,"","",NA,100,"y","middle",0.523598776,"1",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",962,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1131","old",NA,"","",NA,100,"y","middle",1.327322896,"1.3",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",963,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1132","old",NA,"","",NA,100,"y","middle",0.125663706,"0.4",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",964,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1133","old",NA,"","",NA,100,"y","middle",0.031415927,"0.2",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",965,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1134","old",NA,"","",NA,100,"y","tip",NA,"",NA,"27_4_2025","04/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",966,NA,NA,NA,NA,"AR1","",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1135","old",NA,"","",NA,100,"x","base",0.633554518,"1.1",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",967,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1136","old",NA,"","",NA,100,"x","base",0.633554518,"1.1",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",968,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1137","old",NA,"","",NA,100,"x","base",0.188495559,"0.6",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",969,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1138","old",NA,"","",NA,100,"x","base",0.070685835,"0.3",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",970,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1139","old",NA,"","",NA,100,"x","base",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",971,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1140","old",NA,"","",NA,100,"x","base",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",972,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1141","old",NA,"","",NA,100,"x","base",0.020943951,"0.2",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",973,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1142","old",NA,"","",NA,100,"x","middle",1.767145868,"1.5",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",974,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1143","old",NA,"","",NA,100,"x","middle",1.0262536,"1.4",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",975,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1144","old",NA,"","",NA,100,"x","middle",0.04712389,"0.3",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",976,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1145","old",NA,"","",NA,100,"x","middle",0.130899694,"0.5",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",977,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1146","old",NA,"","",NA,100,"x","middle",0.130899694,"0.5",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",978,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1147","old",NA,"","",NA,100,"x","middle",0.04712389,"0.3",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",979,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1148","old",NA,"","",NA,100,"x","middle",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",980,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1149","old",NA,"","",NA,100,"x","middle",0.125663706,"0.4",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",981,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1150","old",NA,"","",NA,100,"x","middle",0.196349541,"0.5",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",982,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1151","old",NA,"","",NA,100,"x","tip",NA,"",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",983,NA,NA,NA,NA,"AR1","",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1152","old",NA,"","",NA,100,"y","base",3.141592654,"2",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",984,NA,NA,NA,NA,"AR1","Membranipora",3,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1153","old",NA,"","",NA,100,"y","base",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",985,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1154","old",NA,"","",NA,100,"x","base",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",986,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1155","old",NA,"","",NA,100,"y","middle",NA,"",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR1","Spirobranchus",1,NA,NA,NA,NA,NA,"Red","red","1",1,NA,NA,"Low"
"1156","old",NA,"","",NA,100,"y","middle",NA,"",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR1","Obelia",NA,NA,NA,NA,NA,NA,"Red","red","1",1,NA,NA,"Low"
"1157","old",NA,"","",NA,100,"y","middle",NA,NA,NA,"27_4_2025","12/06/2025","1",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR1","Obelia",NA,NA,NA,NA,NA,NA,"Red","red","1",1,NA,NA,"Low"
"1158","old",NA,"","",NA,100,"y","middle",1.178097245,"1.5",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",987,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1159","old",NA,"","",NA,100,"y","middle",0.070685835,"0.3",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",988,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1160","old",NA,"","",NA,100,"y","middle",0.188495559,"0.6",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",989,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1161","old",NA,"","",NA,100,"y","tip",NA,NA,NA,"27_4_2025","12/06/2025","1",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR1","Obelia",NA,NA,NA,NA,NA,NA,"Red","red","1",1,NA,NA,"Low"
"1162","old",NA,"","",NA,100,"y","tip",0.125663706,"0.4",NA,"27_4_2025","12/06/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",990,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1163","old",NA,"","",NA,100,"x","base",0.196349541,"0.5",NA,"27_4_2025","02/07/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",991,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1164","old",NA,"","",NA,100,"x","base",0.196349541,"0.5",NA,"27_4_2025","02/07/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",992,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1165","old",NA,"","",NA,100,"x","base",3.272492347,"2.5",NA,"27_4_2025","02/07/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",993,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1166","old",NA,"","",NA,100,"x","base",2.094395102,"2",NA,"27_4_2025","02/07/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",994,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1167","old",NA,"","",NA,100,"x","base",3.272492347,"2.5",NA,"27_4_2025","02/07/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",995,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1168","old",NA,"","",NA,100,"x","base",2.094395102,"2",NA,"27_4_2025","02/07/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",996,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1169","old",NA,"","",NA,100,"x","base",NA,NA,NA,"27_4_2025","02/07/2025","3",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",997,NA,NA,NA,NA,"AR1","Obelia",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1170","old",NA,"","",NA,100,"x","base",NA,"",NA,"27_4_2025","02/07/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",998,NA,NA,NA,NA,"AR1","",3,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1171","old",NA,"","",NA,100,"y","base",4.908738521,"2.5",NA,"27_4_2025","02/07/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",999,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1172","old",NA,"","",NA,100,"y","base",0.196349541,"0.5",NA,"27_4_2025","02/07/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",1000,NA,NA,NA,NA,"AR1","Membranipora",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1173","old",NA,"","",NA,100,"y","base",1.178097245,"1.5",NA,"27_4_2025","02/07/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",1001,NA,NA,NA,NA,"AR1","Pilosa",NA,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1174","old",NA,"","",NA,100,"y","base",NA,"",NA,"27_4_2025","02/07/2025","",NA,3,NA,7,NA,NA,"",NA,"N",NA,1,NA,"Adult_local",NA,"FSC slip",1002,NA,NA,NA,NA,"AR1","",9,NA,102,NA,8,NA,"Red","red","1",1,NA,NA,"Low"
"1175","old",NA,"","",NA,110,"x","base",NA,NA,NA,"27_4_2025","04/06/2025","3",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1003,NA,NA,NA,NA,"AR2","Obelia",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1176","old",NA,"","",NA,110,"x","middle",0.523598776,"1",NA,"27_4_2025","04/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1004,NA,NA,NA,NA,"AR2","Pilosa",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1177","old",NA,"","",NA,110,"x","middle",0.031415927,"0.2",NA,"27_4_2025","04/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1005,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1178","old",NA,"","",NA,110,"x","middle",0.031415927,"0.2",NA,"27_4_2025","04/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1006,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
