rank,tank,origin,tag_no_y,rock_number,date,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,tag_no_x,tag_colour,tag_color,origin_kelp,biofouling_removed_14_5_25,seaweed_id,rock_no,age,epibiont_sampling,blade_length_pre_experiment,blade_length_in_experiment,notes,blade_side,blade_zone,rank_of_blade_on_rock,no_young_blades_per_rock,species,bryozoan_colony_length_max,bryozoan_colony_area,hydrozoan_counts,spirobranchus_counts,swab_prior_enrichment,swab_after_ernichment_16_5
1158,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,12/06/2025,130,,,x,tip,NA,,Membranipora,0.4,0.125663706,,,81,121
1159,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,12/06/2025,130,,,y,base,NA,,Membranipora,0.2,0.031415927,,4,81,121
1160,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,12/06/2025,130,,,y,middle,NA,,Pilosa,1.3,0.884881931,,,81,121
1161,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,12/06/2025,130,,,y,middle,NA,,Pilosa,0.8,0.335103216,,,81,121
1162,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,12/06/2025,130,,,y,middle,NA,,Pilosa,0.6,0.188495559,,,81,121
,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,12/06/2025,130,,,y,tip,,,Obelia,NA,NA,1,,,
1163,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,12/06/2025,130,,,y,tip,NA,,Membranipora,0.4,0.125663706,,,81,121
1164,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,12/06/2025,130,,,y,tip,NA,,Membranipora,0.4,0.125663706,,,81,121
1165,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,02/07/2025,130,,,x,base,NA,,Membranipora,0.1,0.007853982,,,81,121
1166,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,02/07/2025,130,,,x,base,NA,,Membranipora,0.1,0.007853982,,,81,121
1167,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,02/07/2025,130,,,x,base,NA,,Membranipora,0.1,0.007853982,,,81,121
1168,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,02/07/2025,130,,,x,base,NA,,,,NA,,4,81,121
1169,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,02/07/2025,130,,,y,base,NA,,Membranipora,0.4,0.125663706,,,81,121
1170,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,02/07/2025,130,,,y,base,NA,,Membranipora,0.4,0.125663706,,,81,121
1171,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,02/07/2025,130,,,y,base,NA,,Membranipora,0.2,0.031415927,,,81,121
1172,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,02/07/2025,130,,,y,base,NA,,Pilosa,0.2,0.020943951,,,81,121
1173,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,02/07/2025,130,,,y,base,NA,,Pilosa,1.5,1.178097245,,,81,121
1174,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,02/07/2025,130,,,y,base,NA,,Membranipora,0.1,0.007853982,,16,81,121
1175,,Adult_local,1,,13_5_2025,,2,6,High,P,1,white,White,FSC slip,,AW1,NA,old,02/07/2025,130,,,y,base,NA,,Obelia,NA,NA,4,,81,121
1176,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,04/06/2025,123,,,x,base,NA,,Membranipora,1,0.785398163,,,9,103
1177,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,04/06/2025,123,,,x,base,NA,,Membranipora,0.8,0.502654825,,,9,103
1178,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,04/06/2025,123,,,x,middle,NA,,Membranipora,1.2,1.130973355,,,9,103
1179,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,04/06/2025,123,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,9,103
1180,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,04/06/2025,123,,,x,tip,NA,,Membranipora,0.4,0.125663706,,,9,103
1181,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,04/06/2025,123,,,x,tip,NA,,Membranipora,0.2,0.031415927,,,9,103
1182,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,04/06/2025,123,,,x,tip,NA,,Membranipora,0.4,0.125663706,,,9,103
1183,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,04/06/2025,123,,,x,tip,NA,,Membranipora,0.5,0.196349541,,,9,103
1184,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,04/06/2025,123,,,y,base,NA,,,,NA,,,9,103
1185,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,04/06/2025,123,,,y,middle,NA,,Membranipora,0.2,0.031415927,,1,9,103
1186,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,04/06/2025,123,,,y,tip,NA,,Membranipora,0.4,0.125663706,,2,9,103
1187,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,04/06/2025,123,,,y,tip,NA,,Membranipora,0.2,0.031415927,,,9,103
,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,12/06/2025,123,,,x,base,,,Spirobranchus,,,,2,,
,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,12/06/2025,123,,,x,base,,,Obelia,NA,NA,1,,,
1188,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,12/06/2025,123,,tip missing ,x,base,NA,,Membranipora,0.2,0.031415927,,,9,103
1189,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,12/06/2025,123,,,x,base,NA,,Membranipora,0.1,0.007853982,,,9,103
,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,12/06/2025,123,,,x,middle,,,Obelia,NA,NA,6,,,
1190,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,12/06/2025,123,,,x,middle,NA,,Membranipora,2.5,4.908738521,,,9,103
1191,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,12/06/2025,123,,,x,middle,NA,,Membranipora,0.1,0.007853982,,,9,103
1192,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,12/06/2025,123,,,x,middle,NA,,Membranipora,0.1,0.007853982,,,9,103
1193,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,12/06/2025,123,,,y,base,NA,,Membranipora,1,0.785398163,,1,9,103
1194,,Adult_local,10,,27_4_2025,3,1,5,Low,N,10,white,White,FSC slip,,AW10,NA,old,12/06/2025,123,,,y,middle,NA,,Obelia,NA,NA,3,,9,103
1195,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,04/06/2025,150,,,x,base,NA,,Membranipora,0.8,0.502654825,,,4,150
,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,04/06/2025,150,,,x,middle,,,Obelia,NA,NA,4,,,
1196,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,04/06/2025,150,,,x,middle,NA,,Membranipora,0.3,0.070685835,,,4,150
1197,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,04/06/2025,150,,,x,middle,NA,,Membranipora,0.3,0.070685835,,,4,150
1198,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,04/06/2025,150,,,x,middle,NA,,Membranipora,0.3,0.070685835,,,4,150
1199,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,04/06/2025,150,,,x,tip,NA,,,,NA,,2,4,150
1200,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,04/06/2025,150,,,y,base,NA,,Membranipora,2,3.141592654,,,4,150
1201,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,04/06/2025,150,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,4,150
1202,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,04/06/2025,150,,,y,middle,NA,,Membranipora,0.1,0.007853982,,,4,150
1203,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,04/06/2025,150,,,y,tip,NA,,,na,NA,,,4,150
,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,x,base,,,Obelia,NA,NA,4,,,
1204,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,x,base,NA,,Membranipora,1.5,1.767145868,,,4,150
1205,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,x,middle,NA,,Membranipora,0.2,0.031415927,,3,4,150
1206,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,x,middle,NA,,Membranipora,0.3,0.070685835,,,4,150
1207,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,x,middle,NA,,Membranipora,0.3,0.070685835,,,4,150
1208,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,x,tip,NA,,Membranipora,0.5,0.196349541,,2,4,150
1209,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,x,tip,NA,,Membranipora,0.4,0.125663706,,,4,150
1210,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,y,base,NA,,,,NA,,,4,150
1211,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,y,middle,NA,,Membranipora,1,0.785398163,,,4,150
1212,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,y,middle,NA,,Membranipora,1,0.785398163,,,4,150
1213,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,4,150
1214,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,y,middle,NA,,Membranipora,0.1,0.007853982,,,4,150
1215,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,y,middle,NA,,Membranipora,0.1,0.007853982,,,4,150
1216,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,1 x ascidian,y,tip,NA,,Pilosa,1.2,0.753982237,,1,4,150
1217,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,y,tip,NA,,Membranipora,0.2,0.031415927,,,4,150
1218,,Adult_local,11,,27_4_2025,3,3,2,High,C,11,white,White,FSC slip,,AW11,NA,old,12/06/2025,150,,,y,tip,NA,,Membranipora,0.2,0.031415927,,,4,150
1219,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,04/06/2025,130,,,x,base,NA,,Membranipora,1.5,1.767145868,,2,7,127
1220,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,04/06/2025,130,,,x,middle,NA,,Membranipora,0.8,0.502654825,,,7,127
,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,04/06/2025,130,,,x,tip,,,Obelia,NA,NA,2,,,
1221,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,04/06/2025,130,,,x,tip,NA,,Membranipora,0.5,0.196349541,,,7,127
1222,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,04/06/2025,130,,,y,base,NA,,,na,NA,,,7,127
1223,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,04/06/2025,130,,,y,middle,NA,,Membranipora,0.2,0.031415927,,1,7,127
1224,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,04/06/2025,130,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,7,127
1225,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,04/06/2025,130,,,y,tip,NA,,Pilosa,0.5,0.130899694,,,7,127
1226,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,04/06/2025,130,,,y,tip,NA,,Membranipora,0.4,0.125663706,,,7,127
1227,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,04/06/2025,130,,,y,tip,NA,,Membranipora,0.5,0.196349541,,,7,127
1228,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,x,base,NA,,Membranipora,1,0.785398163,,1,7,127
,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,x,middle,,,Spirobranchus,,,,2,,
,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,x,middle,,,Obelia,NA,NA,1,,,
1229,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,x,middle,NA,,Membranipora,2,3.141592654,,,7,127
1230,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,x,middle,NA,,Membranipora,2,3.141592654,,,7,127
1231,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,x,tip,NA,,Obelia,NA,NA,3,,7,127
1232,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,y,base,NA,,,,NA,,2,7,127
1233,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,y,middle,NA,,Membranipora,4,12.56637061,,1,7,127
1234,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,y,middle,NA,,Membranipora,2,3.141592654,,,7,127
1235,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,y,middle,NA,,Membranipora,2,3.141592654,,,7,127
1236,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,y,middle,NA,,Membranipora,2,3.141592654,,,7,127
1237,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,y,middle,NA,,Membranipora,2,3.141592654,,,7,127
,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,y,tip,,,Obelia,NA,NA,2,,,
1238,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,y,tip,NA,,Membranipora,0.5,0.196349541,,,7,127
1239,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,y,tip,NA,,Membranipora,0.5,0.196349541,,,7,127
1240,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,y,tip,NA,,Membranipora,0.5,0.196349541,,,7,127
1241,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,,y,tip,NA,,Membranipora,0.4,0.125663706,,,7,127
1242,,Adult_local,12,,27_4_2025,3,2,2,High,P,12,white,White,FSC slip,,AW12,NA,old,12/06/2025,130,,1 blue ray limpet,y,tip,NA,,Membranipora,0.2,0.031415927,,,7,127
1243,,Adult_local,13,,27_4_2025,4,1,3,Low,N,13,white,White,FSC slip,,AW13,NA,old,04/06/2025,140,,,x,base,NA,,,,NA,,,1,100
1244,,Adult_local,13,,27_4_2025,4,1,3,Low,N,13,white,White,FSC slip,,AW13,NA,old,04/06/2025,140,,,x,middle,NA,,Membranipora,0.5,0.196349541,,,1,100
1245,,Adult_local,13,,27_4_2025,4,1,3,Low,N,13,white,White,FSC slip,,AW13,NA,old,04/06/2025,140,,,x,middle,NA,,Membranipora,0.8,0.502654825,,,1,100
1246,,Adult_local,13,,27_4_2025,4,1,3,Low,N,13,white,White,FSC slip,,AW13,NA,old,04/06/2025,140,,,x,middle,NA,,Membranipora,0.5,0.196349541,,,1,100
1247,,Adult_local,13,,27_4_2025,4,1,3,Low,N,13,white,White,FSC slip,,AW13,NA,old,04/06/2025,140,,,x,tip,NA,,,,NA,,2,1,100
1248,,Adult_local,13,,27_4_2025,4,1,3,Low,N,13,white,White,FSC slip,,AW13,NA,old,04/06/2025,140,,,y,base,NA,,,,NA,,,1,100
1249,,Adult_local,13,,27_4_2025,4,1,3,Low,N,13,white,White,FSC slip,,AW13,NA,old,04/06/2025,140,,,y,middle,NA,,Membranipora,1.2,1.130973355,,,1,100
1250,,Adult_local,13,,27_4_2025,4,1,3,Low,N,13,white,White,FSC slip,,AW13,NA,old,04/06/2025,140,,,y,middle,NA,,Membranipora,1.3,1.327322896,,,1,100
1251,,Adult_local,13,,27_4_2025,4,1,3,Low,N,13,white,White,FSC slip,,AW13,NA,old,04/06/2025,140,,,y,tip,NA,,,,NA,,,1,100
1252,,Adult_local,13,,27_4_2025,4,1,3,Low,N,13,white,White,FSC slip,,AW13,NA,old,12/06/2025,140,,base only,x,base,NA,,Membranipora,1,0.785398163,,2,1,100
1253,,Adult_local,13,,27_4_2025,4,1,3,Low,N,13,white,White,FSC slip,,AW13,NA,old,12/06/2025,140,,base only,y,,NA,,,,NA,,2,1,100
1254,,Adult_local,14,,27_4_2025,3,3,6,High,C,14,white,White,FSC slip,glasg,AW14,NA,old,02/07/2025,130,,,x,base,NA,,Membranipora,0.2,0.031415927,,,3,149
1255,,Adult_local,14,,27_4_2025,3,3,6,High,C,14,white,White,FSC slip,glasg,AW14,NA,old,02/07/2025,130,,,x,base,NA,,Membranipora,0.2,0.031415927,,,3,149
1256,,Adult_local,14,,27_4_2025,3,3,6,High,C,14,white,White,FSC slip,glasg,AW14,NA,old,02/07/2025,130,,,x,base,NA,,,,NA,,6,3,149
1257,,Adult_local,14,,27_4_2025,3,3,6,High,C,14,white,White,FSC slip,glasg,AW14,NA,old,02/07/2025,130,,,y,base,NA,,Membranipora,0.1,0.007853982,,,3,149
1258,,Adult_local,14,,27_4_2025,3,3,6,High,C,14,white,White,FSC slip,glasg,AW14,NA,old,02/07/2025,130,,,y,base,NA,,Membranipora,0.1,0.007853982,,,3,149
1259,,Adult_local,14,,27_4_2025,3,3,6,High,C,14,white,White,FSC slip,glasg,AW14,NA,old,02/07/2025,130,,,y,base,NA,,Membranipora,0.1,0.007853982,,,3,149
1260,,Adult_local,14,,27_4_2025,3,3,6,High,C,14,white,White,FSC slip,glasg,AW14,NA,old,02/07/2025,130,,,y,base,NA,,,,NA,,25,3,149
1261,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,04/06/2025,115,,,x,base,NA,,,,NA,,,10,144
1262,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,04/06/2025,115,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,10,144
1263,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,04/06/2025,115,,,x,middle,NA,,Membranipora,0.1,0.007853982,,,10,144
1264,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,04/06/2025,115,,,x,tip,NA,,Membranipora,0.4,0.125663706,,,10,144
1265,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,04/06/2025,115,,,x,tip,NA,,Membranipora,0.3,0.070685835,,,10,144
1266,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,04/06/2025,115,,,y,base,NA,,,,NA,,,10,144
1267,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,04/06/2025,115,,,y,middle,NA,,Membranipora,0.4,0.125663706,,1,10,144
1268,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,04/06/2025,115,,,y,middle,NA,,Membranipora,0.4,0.125663706,,,10,144
1269,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,04/06/2025,115,,,y,middle,NA,,Pilosa,0.5,0.130899694,,,10,144
,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,04/06/2025,115,,,y,tip,,,Obelia,NA,NA,1,,,
1270,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,04/06/2025,115,,,y,tip,NA,,Membranipora,0.5,0.196349541,,,10,144
1271,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,x,base,NA,,,,NA,,,10,144
1272,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,x,middle,NA,,Membranipora,3,7.068583471,,,10,144
1273,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,10,144
1274,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,x,middle,NA,,Membranipora,0.1,0.007853982,,,10,144
1275,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,x,middle,NA,,Membranipora,0.1,0.007853982,,,10,144
1276,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,10,144
1277,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,x,middle,NA,,Pilosa,0.8,0.335103216,,,10,144
1278,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,x,tip,NA,,Membranipora,0.4,0.125663706,,,10,144
1279,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,x,tip,NA,,Membranipora,0.3,0.070685835,,,10,144
1280,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,y,base,NA,,,,NA,,,10,144
1281,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,y,middle,NA,,Membranipora,2.5,4.908738521,,1,10,144
1282,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,y,middle,NA,,Pilosa,1.1,0.633554518,,,10,144
1283,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,y,middle,NA,,Membranipora,0.6,0.282743339,,,10,144
1284,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,10,144
1285,,Adult_local,15,,27_4_2025,3,3,7,Low,C,15,white,White,FSC slip,,AW15,NA,old,12/06/2025,115,,,y,tip,NA,,,,NA,,,10,144
1286,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,04/06/2025,130,,,x,base,NA,,,,NA,,,5,122
1287,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,04/06/2025,130,,,x,middle,NA,,Pilosa,1,0.523598776,,,5,122
1288,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,04/06/2025,130,,,x,middle,NA,,Pilosa,1,0.523598776,,,5,122
1289,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,04/06/2025,130,,,x,middle,NA,,Membranipora,0.5,0.196349541,,,5,122
1290,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,04/06/2025,130,,,x,tip,NA,,Pilosa,0.4,0.083775804,,1,5,122
1291,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,04/06/2025,130,,,y,base,NA,,Membranipora,0.2,0.031415927,,1,5,122
1292,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,04/06/2025,130,,,y,middle,NA,,Membranipora,0.4,0.125663706,,,5,122
1293,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,04/06/2025,130,,,y,middle,NA,,Membranipora,0.3,0.070685835,,,5,122
1294,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,04/06/2025,130,,,y,middle,NA,,Membranipora,0.1,0.007853982,,,5,122
1295,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,04/06/2025,130,,,y,tip,NA,,Membranipora,0.2,0.031415927,,,5,122
