,tag_no.x,tag_colour,seaweed_id,rock_no,date_sampled,blade_length,notes,blade_side,blade_zone,blade_no,sp,colony_length_max,colony_area,no_h,no_m,no_long_m,tank,origin,tag_color,tag_no.y,rock_number,date,longest_blade,collected_from,biofouling_removed_14_5_25,no_blades,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,swab_prior_enrichment,swab_after_ernichment_16_5
1156,9,white,AW9,NA,12/06/2025,NA,,y,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,White,9,NA,13_5_2025,120,FSC slip,,NA,1,3,5,Low,C,85,142
1157,9,white,AW9,NA,12/06/2025,NA,,y,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,White,9,NA,13_5_2025,120,FSC slip,,NA,1,3,5,Low,C,85,142
1158,9,white,AW9,NA,12/06/2025,NA,,y,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,White,9,NA,13_5_2025,120,FSC slip,,NA,1,3,5,Low,C,85,142
1159,9,white,AW9,NA,12/06/2025,NA,,y,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,White,9,NA,13_5_2025,120,FSC slip,,NA,1,3,5,Low,C,85,142
1160,9,white,AW9,NA,12/06/2025,NA,,y,tip,NA,,,NA,,NA,NA,NA,Adult_local,White,9,NA,13_5_2025,120,FSC slip,,NA,1,3,5,Low,C,85,142
1161,,orange_yellow,YO00,NA,12/06/2025,55,,,,2,,,NA,,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1162,,orange_yellow,YO00,NA,12/06/2025,35,,,,3,,,NA,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1163,,orange_yellow,YO01,1,04/06/2025,18,,,,1,mm,1.4,1.5393804,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,1,12_5_2025,43,marivate_kilchoan,,1,5,1,7,Low,N,39,163
1164,,orange_yellow,YO01,1,04/06/2025,18,,,,1,mm,1.4,1.5393804,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,1,27_4_2025,60,marivate_kilchoan,,1,5,NA,NA,,,39,
1165,,orange_yellow,YO01,1,04/06/2025,18,,,,1,mm,1.8,2.544690049,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,1,12_5_2025,43,marivate_kilchoan,,1,5,1,7,Low,N,39,163
1166,,orange_yellow,YO01,1,04/06/2025,18,,,,1,mm,1.8,2.544690049,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,1,27_4_2025,60,marivate_kilchoan,,1,5,NA,NA,,,39,
1167,,orange_yellow,YO01,1,04/06/2025,18,,,,1,mm,1,0.785398163,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,1,12_5_2025,43,marivate_kilchoan,,1,5,1,7,Low,N,39,163
1168,,orange_yellow,YO01,1,04/06/2025,18,,,,1,mm,1,0.785398163,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,1,27_4_2025,60,marivate_kilchoan,,1,5,NA,NA,,,39,
1169,,orange_yellow,YO01,1,04/06/2025,NA,,,,2,,,NA,4,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,1,12_5_2025,43,marivate_kilchoan,,1,5,1,7,Low,N,39,163
1170,,orange_yellow,YO01,1,04/06/2025,NA,,,,2,,,NA,4,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,1,27_4_2025,60,marivate_kilchoan,,1,5,NA,NA,,,39,
1171,,orange_yellow,YO01,1,12/06/2025,NA,mia,,,NA,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,1,12_5_2025,43,marivate_kilchoan,,1,5,1,7,Low,N,39,163
1172,,orange_yellow,YO01,1,12/06/2025,NA,mia,,,NA,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,1,27_4_2025,60,marivate_kilchoan,,1,5,NA,NA,,,39,
1173,,orange_yellow,YO02,2,04/06/2025,NA,mia,,,NA,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,2,12_5_2025,30,marivate_kilchoan,,1,5,2,3,Low,P,32,171
1174,,orange_yellow,YO02,2,04/06/2025,NA,mia,,,NA,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,2,27_4_2025,50,marivate_kilchoan,,1,5,NA,NA,,,32,
1175,,orange_yellow,YO02,2,12/06/2025,22,,,,1,,,NA,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,2,12_5_2025,30,marivate_kilchoan,,1,5,2,3,Low,P,32,171
1176,,orange_yellow,YO02,2,12/06/2025,22,,,,1,,,NA,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,2,27_4_2025,50,marivate_kilchoan,,1,5,NA,NA,,,32,
1177,,orange_yellow,YO03,3,04/06/2025,NA,mia,,,NA,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,3,12_5_2025,38,marivate_kilchoan,1 juvenile mussel,2,5,2,2,High,P,40,170
1178,,orange_yellow,YO03,3,04/06/2025,NA,mia,,,NA,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,3,27_4_2025,21,marivate_kilchoan,,2,5,NA,NA,,,40,
1179,,orange_yellow,YO03,3,12/06/2025,32,,,,1,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,3,12_5_2025,38,marivate_kilchoan,1 juvenile mussel,2,5,2,2,High,P,40,170
1180,,orange_yellow,YO03,3,12/06/2025,32,,,,1,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,3,27_4_2025,21,marivate_kilchoan,,2,5,NA,NA,,,40,
1181,,orange_yellow,YO04,4,04/06/2025,26,,,,1,mm,1.6,2.010619298,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,4,12_5_2025,47,marivate_kilchoan,,3,5,1,3,Low,N,36,165
1182,,orange_yellow,YO04,4,04/06/2025,26,,,,1,mm,1.6,2.010619298,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,4,27_4_2025,42,marivate_kilchoan,,3,5,NA,NA,,,36,
1183,,orange_yellow,YO04,4,12/06/2025,50,,,,1,mm,1,0.785398163,,2,NA,NA,Kilchoan_young,Orange_yellow,NA,4,12_5_2025,47,marivate_kilchoan,,3,5,1,3,Low,N,36,165
1184,,orange_yellow,YO04,4,12/06/2025,50,,,,1,mm,1,0.785398163,,2,NA,NA,Kilchoan_young,Orange_yellow,NA,4,27_4_2025,42,marivate_kilchoan,,3,5,NA,NA,,,36,
1185,,orange_yellow,YO05,5,04/06/2025,65,,,,1,mm,1,0.785398163,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,5,12_5_2025,62,marivate_kilchoan,,7,5,2,4,High,P,38,172
1186,,orange_yellow,YO05,5,04/06/2025,65,,,,1,mm,1,0.785398163,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,5,27_4_2025,30,marivate_kilchoan,,7,5,NA,NA,,,38,
1187,,orange_yellow,YO05,5,04/06/2025,NA,,,,2,mm,0.6,0.282743339,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,5,12_5_2025,62,marivate_kilchoan,,7,5,2,4,High,P,38,172
1188,,orange_yellow,YO05,5,04/06/2025,NA,,,,2,mm,0.6,0.282743339,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,5,27_4_2025,30,marivate_kilchoan,,7,5,NA,NA,,,38,
1189,,orange_yellow,YO05,5,04/06/2025,NA,,,,3,mm,0.9,0.636172512,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,5,12_5_2025,62,marivate_kilchoan,,7,5,2,4,High,P,38,172
1190,,orange_yellow,YO05,5,04/06/2025,NA,,,,3,mm,0.9,0.636172512,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,5,27_4_2025,30,marivate_kilchoan,,7,5,NA,NA,,,38,
1191,,orange_yellow,YO05,5,12/06/2025,70,1 blue ray limpet,,,1,mm,1,0.785398163,3,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,5,12_5_2025,62,marivate_kilchoan,,7,5,2,4,High,P,38,172
1192,,orange_yellow,YO05,5,12/06/2025,70,1 blue ray limpet,,,1,mm,1,0.785398163,3,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,5,27_4_2025,30,marivate_kilchoan,,7,5,NA,NA,,,38,
1193,,orange_yellow,YO05,5,12/06/2025,45,,,,4,mm,0.4,0.125663706,8,7,NA,NA,Kilchoan_young,Orange_yellow,NA,5,12_5_2025,62,marivate_kilchoan,,7,5,2,4,High,P,38,172
1194,,orange_yellow,YO05,5,12/06/2025,45,,,,4,mm,0.4,0.125663706,8,7,NA,NA,Kilchoan_young,Orange_yellow,NA,5,27_4_2025,30,marivate_kilchoan,,7,5,NA,NA,,,38,
1195,,orange_yellow,YO05,5,04/06/2025,NA,clean,,,4,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,5,12_5_2025,62,marivate_kilchoan,,7,5,2,4,High,P,38,172
1196,,orange_yellow,YO05,5,04/06/2025,NA,clean,,,4,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,5,27_4_2025,30,marivate_kilchoan,,7,5,NA,NA,,,38,
1197,,orange_yellow,YO05,5,12/06/2025,75,,,,2,,,NA,15,10,NA,NA,Kilchoan_young,Orange_yellow,NA,5,12_5_2025,62,marivate_kilchoan,,7,5,2,4,High,P,38,172
1198,,orange_yellow,YO05,5,12/06/2025,75,,,,2,,,NA,15,10,NA,NA,Kilchoan_young,Orange_yellow,NA,5,27_4_2025,30,marivate_kilchoan,,7,5,NA,NA,,,38,
1199,,orange_yellow,YO05,5,12/06/2025,15,,,,3,,2,NA,1,10,NA,NA,Kilchoan_young,Orange_yellow,NA,5,12_5_2025,62,marivate_kilchoan,,7,5,2,4,High,P,38,172
1200,,orange_yellow,YO05,5,12/06/2025,15,,,,3,,2,NA,1,10,NA,NA,Kilchoan_young,Orange_yellow,NA,5,27_4_2025,30,marivate_kilchoan,,7,5,NA,NA,,,38,
1201,,orange_yellow,YO05,5,12/06/2025,15,,,,3,,1.5,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,5,12_5_2025,62,marivate_kilchoan,,7,5,2,4,High,P,38,172
1202,,orange_yellow,YO05,5,12/06/2025,15,,,,3,,1.5,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,5,27_4_2025,30,marivate_kilchoan,,7,5,NA,NA,,,38,
1203,,orange_yellow,YO05,5,12/06/2025,23,,,,5,,,NA,,3,NA,NA,Kilchoan_young,Orange_yellow,NA,5,12_5_2025,62,marivate_kilchoan,,7,5,2,4,High,P,38,172
1204,,orange_yellow,YO05,5,12/06/2025,23,,,,5,,,NA,,3,NA,NA,Kilchoan_young,Orange_yellow,NA,5,27_4_2025,30,marivate_kilchoan,,7,5,NA,NA,,,38,
1205,,orange_yellow,YO06,6,04/06/2025,48,,,,1,mm,0.2,0.031415927,,4,NA,NA,Kilchoan_young,Orange_yellow,NA,6,12_5_2025,30,marivate_kilchoan,,3,5,3,6,High,C,41,178
1206,,orange_yellow,YO06,6,04/06/2025,48,,,,1,mm,0.2,0.031415927,,4,NA,NA,Kilchoan_young,Orange_yellow,NA,6,27_4_2025,1,marivate_kilchoan,,3,5,NA,NA,,,41,
1207,,orange_yellow,YO06,6,04/06/2025,48,,,,1,mm,1.5,1.767145868,,4,NA,NA,Kilchoan_young,Orange_yellow,NA,6,12_5_2025,30,marivate_kilchoan,,3,5,3,6,High,C,41,178
1208,,orange_yellow,YO06,6,04/06/2025,48,,,,1,mm,1.5,1.767145868,,4,NA,NA,Kilchoan_young,Orange_yellow,NA,6,27_4_2025,1,marivate_kilchoan,,3,5,NA,NA,,,41,
1209,,orange_yellow,YO06,6,04/06/2025,NA,,,,2,mm,0.2,0.031415927,1,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,12_5_2025,30,marivate_kilchoan,,3,5,3,6,High,C,41,178
1210,,orange_yellow,YO06,6,04/06/2025,NA,,,,2,mm,0.2,0.031415927,1,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,27_4_2025,1,marivate_kilchoan,,3,5,NA,NA,,,41,
1211,,orange_yellow,YO06,6,04/06/2025,NA,,,,2,mm,0.3,0.070685835,1,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,12_5_2025,30,marivate_kilchoan,,3,5,3,6,High,C,41,178
1212,,orange_yellow,YO06,6,04/06/2025,NA,,,,2,mm,0.3,0.070685835,1,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,27_4_2025,1,marivate_kilchoan,,3,5,NA,NA,,,41,
1213,,orange_yellow,YO06,6,04/06/2025,NA,,,,3,mm,1.2,1.130973355,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,12_5_2025,30,marivate_kilchoan,,3,5,3,6,High,C,41,178
1214,,orange_yellow,YO06,6,04/06/2025,NA,,,,3,mm,1.2,1.130973355,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,27_4_2025,1,marivate_kilchoan,,3,5,NA,NA,,,41,
1215,,orange_yellow,YO06,6,04/06/2025,NA,,,,3,mm,1.4,1.5393804,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,12_5_2025,30,marivate_kilchoan,,3,5,3,6,High,C,41,178
1216,,orange_yellow,YO06,6,04/06/2025,NA,,,,3,mm,1.4,1.5393804,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,27_4_2025,1,marivate_kilchoan,,3,5,NA,NA,,,41,
1217,,orange_yellow,YO06,6,04/06/2025,NA,,,,4,mm,0.5,0.196349541,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,12_5_2025,30,marivate_kilchoan,,3,5,3,6,High,C,41,178
1218,,orange_yellow,YO06,6,04/06/2025,NA,,,,4,mm,0.5,0.196349541,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,27_4_2025,1,marivate_kilchoan,,3,5,NA,NA,,,41,
1219,,orange_yellow,YO06,6,04/06/2025,NA,,,,5,mm,0.2,0.031415927,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,12_5_2025,30,marivate_kilchoan,,3,5,3,6,High,C,41,178
1220,,orange_yellow,YO06,6,04/06/2025,NA,,,,5,mm,0.2,0.031415927,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,27_4_2025,1,marivate_kilchoan,,3,5,NA,NA,,,41,
1221,,orange_yellow,YO06,6,04/06/2025,NA,,,,5,mm,0.2,0.031415927,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,12_5_2025,30,marivate_kilchoan,,3,5,3,6,High,C,41,178
1222,,orange_yellow,YO06,6,04/06/2025,NA,,,,5,mm,0.2,0.031415927,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,27_4_2025,1,marivate_kilchoan,,3,5,NA,NA,,,41,
1223,,orange_yellow,YO06,6,12/06/2025,20,,,,2,mm,1,0.785398163,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,12_5_2025,30,marivate_kilchoan,,3,5,3,6,High,C,41,178
1224,,orange_yellow,YO06,6,12/06/2025,20,,,,2,mm,1,0.785398163,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,27_4_2025,1,marivate_kilchoan,,3,5,NA,NA,,,41,
1225,,orange_yellow,YO06,6,12/06/2025,42,,,,1,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,12_5_2025,30,marivate_kilchoan,,3,5,3,6,High,C,41,178
1226,,orange_yellow,YO06,6,12/06/2025,42,,,,1,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,6,27_4_2025,1,marivate_kilchoan,,3,5,NA,NA,,,41,
1227,,orange_yellow,YO07,7,12/06/2025,NA,mia,,,1,mm,0.2,0.031415927,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,7,12_5_2025,24,marivate_kilchoan,,3,5,3,3,Low,C,35,175
1228,,orange_yellow,YO07,7,12/06/2025,NA,mia,,,1,mm,0.2,0.031415927,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,7,27_4_2025,13,marivate_kilchoan,,3,5,NA,NA,,,35,
1229,,orange_yellow,YO07,7,04/06/2025,NA,mia,,,NA,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,7,12_5_2025,24,marivate_kilchoan,,3,5,3,3,Low,C,35,175
1230,,orange_yellow,YO07,7,04/06/2025,NA,mia,,,NA,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,7,27_4_2025,13,marivate_kilchoan,,3,5,NA,NA,,,35,
1231,,orange_yellow,YO08,8,04/06/2025,40,,,,1,mm,0.2,0.031415927,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,8,12_5_2025,40,marivate_kilchoan,,4,5,1,6,High,N,33,162
1232,,orange_yellow,YO08,8,04/06/2025,40,,,,1,mm,0.2,0.031415927,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,8,27_4_2025,35,marivate_kilchoan,,4,5,NA,NA,,,33,
1233,,orange_yellow,YO08,8,04/06/2025,40,,,,1,mm,1,0.785398163,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,8,12_5_2025,40,marivate_kilchoan,,4,5,1,6,High,N,33,162
1234,,orange_yellow,YO08,8,04/06/2025,40,,,,1,mm,1,0.785398163,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,8,27_4_2025,35,marivate_kilchoan,,4,5,NA,NA,,,33,
1235,,orange_yellow,YO08,8,04/06/2025,40,,,,1,mm,0.2,0.031415927,5,1,NA,NA,Kilchoan_young,Orange_yellow,NA,8,12_5_2025,40,marivate_kilchoan,,4,5,1,6,High,N,33,162
1236,,orange_yellow,YO08,8,04/06/2025,40,,,,1,mm,0.2,0.031415927,5,1,NA,NA,Kilchoan_young,Orange_yellow,NA,8,27_4_2025,35,marivate_kilchoan,,4,5,NA,NA,,,33,
1237,,orange_yellow,YO08,8,04/06/2025,40,,,,1,mm,0.1,0.007853982,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,8,12_5_2025,40,marivate_kilchoan,,4,5,1,6,High,N,33,162
1238,,orange_yellow,YO08,8,04/06/2025,40,,,,1,mm,0.1,0.007853982,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,8,27_4_2025,35,marivate_kilchoan,,4,5,NA,NA,,,33,
1239,,orange_yellow,YO08,8,04/06/2025,NA,,,,2,mm,1.8,2.544690049,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,8,12_5_2025,40,marivate_kilchoan,,4,5,1,6,High,N,33,162
1240,,orange_yellow,YO08,8,04/06/2025,NA,,,,2,mm,1.8,2.544690049,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,8,27_4_2025,35,marivate_kilchoan,,4,5,NA,NA,,,33,
1241,,orange_yellow,YO08,8,04/06/2025,40,,,,1,ep,0.2,0.020943951,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,8,12_5_2025,40,marivate_kilchoan,,4,5,1,6,High,N,33,162
1242,,orange_yellow,YO08,8,04/06/2025,40,,,,1,ep,0.2,0.020943951,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,8,27_4_2025,35,marivate_kilchoan,,4,5,NA,NA,,,33,
1243,,orange_yellow,YO08,8,04/06/2025,NA,,,,2,ep,0.6,0.188495559,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,8,12_5_2025,40,marivate_kilchoan,,4,5,1,6,High,N,33,162
1244,,orange_yellow,YO08,8,04/06/2025,NA,,,,2,ep,0.6,0.188495559,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,8,27_4_2025,35,marivate_kilchoan,,4,5,NA,NA,,,33,
1245,,orange_yellow,YO08,8,12/06/2025,27,,,,1,,,NA,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,8,12_5_2025,40,marivate_kilchoan,,4,5,1,6,High,N,33,162
1246,,orange_yellow,YO08,8,12/06/2025,27,,,,1,,,NA,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,8,27_4_2025,35,marivate_kilchoan,,4,5,NA,NA,,,33,
1247,,orange_yellow,YO09,9,04/06/2025,NA,,,,1,mm,0.3,0.070685835,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,9,12_5_2025,23,marivate_kilchoan,,3,5,3,2,High,C,37,180
1248,,orange_yellow,YO09,9,04/06/2025,NA,,,,1,mm,0.3,0.070685835,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,9,27_4_2025,3,marivate_kilchoan,,3,5,NA,NA,,,37,
1249,,orange_yellow,YO09,9,12/06/2025,23,,,,1,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,9,12_5_2025,23,marivate_kilchoan,,3,5,3,2,High,C,37,180
1250,,orange_yellow,YO09,9,12/06/2025,23,,,,1,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,9,27_4_2025,3,marivate_kilchoan,,3,5,NA,NA,,,37,
1251,,orange_yellow,YO09,9,12/06/2025,7,,,,2,,,NA,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,9,12_5_2025,23,marivate_kilchoan,,3,5,3,2,High,C,37,180
1252,,orange_yellow,YO09,9,12/06/2025,7,,,,2,,,NA,,1,NA,NA,Kilchoan_young,Orange_yellow,NA,9,27_4_2025,3,marivate_kilchoan,,3,5,NA,NA,,,37,
1253,,orange_yellow,YO10,10,04/06/2025,17,,,,1,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,10,12_5_2025,30,marivate_kilchoan,,4,7,2,7,Low,P,29,fell
1254,,orange_yellow,YO10,10,04/06/2025,17,,,,1,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,10,27_4_2025,18,marivate_kilchoan,,4,7,NA,NA,,,29,
1255,,orange_yellow,YO11,11,04/06/2025,66,,,,1,ep,0.9,0.424115008,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,12_5_2025,62,marivate_kilchoan,,4,7,1,4,High,N,26,160
1256,,orange_yellow,YO11,11,04/06/2025,66,,,,1,ep,0.9,0.424115008,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,27_4_2025,30,marivate_kilchoan,,4,7,NA,NA,,,26,
1257,,orange_yellow,YO11,11,04/06/2025,66,,,,1,ep,0.8,0.335103216,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,12_5_2025,62,marivate_kilchoan,,4,7,1,4,High,N,26,160
1258,,orange_yellow,YO11,11,04/06/2025,66,,,,1,ep,0.8,0.335103216,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,27_4_2025,30,marivate_kilchoan,,4,7,NA,NA,,,26,
1259,,orange_yellow,YO11,11,04/06/2025,NA,,,,2,ep,1,0.523598776,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,12_5_2025,62,marivate_kilchoan,,4,7,1,4,High,N,26,160
1260,,orange_yellow,YO11,11,04/06/2025,NA,,,,2,ep,1,0.523598776,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,27_4_2025,30,marivate_kilchoan,,4,7,NA,NA,,,26,
1261,,orange_yellow,YO11,11,04/06/2025,NA,,,,3,ep,2,2.094395102,9,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,12_5_2025,62,marivate_kilchoan,,4,7,1,4,High,N,26,160
1262,,orange_yellow,YO11,11,04/06/2025,NA,,,,3,ep,2,2.094395102,9,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,27_4_2025,30,marivate_kilchoan,,4,7,NA,NA,,,26,
1263,,orange_yellow,YO11,11,04/06/2025,NA,,,,2,ep,0.9,0.424115008,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,12_5_2025,62,marivate_kilchoan,,4,7,1,4,High,N,26,160
1264,,orange_yellow,YO11,11,04/06/2025,NA,,,,2,ep,0.9,0.424115008,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,27_4_2025,30,marivate_kilchoan,,4,7,NA,NA,,,26,
1265,,orange_yellow,YO11,11,04/06/2025,NA,,,,2,ep,0.4,0.083775804,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,12_5_2025,62,marivate_kilchoan,,4,7,1,4,High,N,26,160
1266,,orange_yellow,YO11,11,04/06/2025,NA,,,,2,ep,0.4,0.083775804,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,27_4_2025,30,marivate_kilchoan,,4,7,NA,NA,,,26,
1267,,orange_yellow,YO11,11,04/06/2025,NA,,,,4,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,12_5_2025,62,marivate_kilchoan,,4,7,1,4,High,N,26,160
1268,,orange_yellow,YO11,11,04/06/2025,NA,,,,4,,,NA,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,27_4_2025,30,marivate_kilchoan,,4,7,NA,NA,,,26,
1269,,orange_yellow,YO11,11,04/06/2025,66,,,,1,mm,0.2,0.031415927,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,12_5_2025,62,marivate_kilchoan,,4,7,1,4,High,N,26,160
1270,,orange_yellow,YO11,11,04/06/2025,66,,,,1,mm,0.2,0.031415927,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,27_4_2025,30,marivate_kilchoan,,4,7,NA,NA,,,26,
1271,,orange_yellow,YO11,11,04/06/2025,66,,,,1,mm,0.1,0.007853982,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,12_5_2025,62,marivate_kilchoan,,4,7,1,4,High,N,26,160
1272,,orange_yellow,YO11,11,04/06/2025,66,,,,1,mm,0.1,0.007853982,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,27_4_2025,30,marivate_kilchoan,,4,7,NA,NA,,,26,
1273,,orange_yellow,YO11,11,04/06/2025,66,,,,1,mm,0.1,0.007853982,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,12_5_2025,62,marivate_kilchoan,,4,7,1,4,High,N,26,160
1274,,orange_yellow,YO11,11,04/06/2025,66,,,,1,mm,0.1,0.007853982,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,27_4_2025,30,marivate_kilchoan,,4,7,NA,NA,,,26,
1275,,orange_yellow,YO11,11,04/06/2025,66,,,,1,mm,0.1,0.007853982,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,12_5_2025,62,marivate_kilchoan,,4,7,1,4,High,N,26,160
1276,,orange_yellow,YO11,11,04/06/2025,66,,,,1,mm,0.1,0.007853982,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,27_4_2025,30,marivate_kilchoan,,4,7,NA,NA,,,26,
1277,,orange_yellow,YO11,11,04/06/2025,66,,,,1,mm,0.2,0.031415927,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,12_5_2025,62,marivate_kilchoan,,4,7,1,4,High,N,26,160
1278,,orange_yellow,YO11,11,04/06/2025,66,,,,1,mm,0.2,0.031415927,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,27_4_2025,30,marivate_kilchoan,,4,7,NA,NA,,,26,
1279,,orange_yellow,YO11,11,04/06/2025,66,,,,1,mm,0.3,0.070685835,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,12_5_2025,62,marivate_kilchoan,,4,7,1,4,High,N,26,160
1280,,orange_yellow,YO11,11,04/06/2025,66,,,,1,mm,0.3,0.070685835,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,27_4_2025,30,marivate_kilchoan,,4,7,NA,NA,,,26,
1281,,orange_yellow,YO11,11,04/06/2025,66,,,,1,mm,0.2,0.031415927,,NA,NA,NA,Kilchoan_young,Orange_yellow,NA,11,12_5_2025,62,marivate_kilchoan,,4,7,1,4,High,N,26,160
