Unnamed: 0,Seaweed,Sample_code,Site,Location,Station_no,Date,Day,Month,Year,Notes on blades,Sample no,Total_Zooplankton,total reads,Total_Phytoplankton,taxa,abundance,sample_type,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Order,Family,Genus,Focal_sp
30469,Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,,11,849,3594.5,5083,invertebrate environmental sample...544,0,eDNA,,,,,,,,,,No
31080,Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,,11,719,5686,8779,invertebrate environmental sample...544,0,eDNA,,,,,,,,,,No
31691,Saccharina,Pabay_8_3_22_1,Pabay,NE,1,8_3_2022,8,3,2022,"5 blades, epibionts semmed to come from the rope",12,3181,18127.5,56141,invertebrate environmental sample...544,0,eDNA,,,,,,,,,,No
32302,Saccharina,Pabay_8_3_22_2,Pabay,NW,2,8_3_2022,8,3,2022,,12,5044,12718,30034,invertebrate environmental sample...544,0,eDNA,,,,,,,,,,No
32913,Saccharina,Pabay_8_3_22_3,Pabay,Mid,3,8_3_2022,8,3,2022,,12,6510,27323,72545,invertebrate environmental sample...544,0.009149801,eDNA,,,,,,,,,,No
532,Saccharina,Pabay_10_12_21_1,Pabay,NE,1,10_12_2021,10,12,2021,,6,178,1412.5,3928,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
1143,Saccharina,Pabay_10_12_21_2,Pabay,NW,2,10_12_2021,10,12,2021,,6,462,1191.5,462,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
1754,Saccharina,Pabay_10_12_21_3,Pabay,Mid,3,10_12_2021,10,12,2021,,6,106,1414,5545,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
2365,Saccharina,Pabay_10_4_22_1,Pabay,NE,1,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,878,4566,146014,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
2976,Saccharina,Pabay_10_4_22_2,Pabay,NW,2,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,437,12291.5,110589,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
3587,Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,"one plant?clean but fragmented in pieces, base visible",14,1385,93132,110897,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
4198,Saccharina,Pabay_13_11_21_1,Pabay,NE,1,13_11_2021,13,11,2021,,4,3145,3404,2541,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
4809,Saccharina,Pabay_13_11_21_2,Pabay,NW,2,13_11_2021,13,11,2021,,4,2096,703,8548,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
5420,Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,,4,3412,48155.5,2772,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
6031,Saccharina,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,6 blades,8,1038,9660.5,5545,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
6642,Saccharina,Pabay_14_1_22_2,Pabay,NW,2,14_1_2022,14,1,2022,,8,1241,9564.5,3697,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
7253,Saccharina,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,,8,2568,9612.5,3466,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
7864,Saccharina,Pabay_15_7_22_1,Pabay,NE,1,15_7_2022,15,7,2022,,18,17412,36823.5,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
8475,Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,,18,15621,15381.5,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
9086,Saccharina,Pabay_15_7_22_3,Pabay,Mid,3,15_7_2022,15,7,2022,,18,22346,31703.5,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
9697,Saccharina,Pabay_16_9_21_1,Pabay,NE,1,16_9_2021,16,9,2021,,2,23875,16711.5,24721,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
10308,Saccharina,Pabay_16_9_21_2,Pabay,NW,2,16_9_2021,16,9,2021,,2,19499,12941.5,23566,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
10919,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,16679,6499,24490,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
11530,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,685,598.5,1617,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
12141,Saccharina,Pabay_21_12_21_2,Pabay,NW,2,21_12_2021,21,12,2021,,7,766,624,3466,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
12752,Saccharina,Pabay_21_12_21_3,Pabay,Mid,3,21_12_2021,21,12,2021,,7,369,7662.5,2079,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
13363,Saccharina,Pabay_21_3_22_1,Pabay,NE,1,21_3_2022,21,3,2022,3 blades,13,2659,1093,1797448,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
13974,Saccharina,Pabay_21_3_22_2,Pabay,NW,2,21_3_2022,21,3,2022,8 blades,13,6065,2658,1409772,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
14585,Saccharina,Pabay_21_3_22_3,Pabay,Mid,3,21_3_2022,21,3,2022,5 blades,13,5050,2908.5,1739690,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
15196,Saccharina,Pabay_22_5_22_1,Pabay,NE,1,22_5_2022,22,5,2022,,16,18066,5717,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
15807,Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,,16,16045,46114.5,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
16418,Saccharina,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,,16,21498,3883.5,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
17029,Saccharina,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,2 blades,10,689,7907,13631,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
17640,Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,,10,993,12847.5,17328,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
18251,Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,,10,855,6863.5,8548,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
18862,Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,,5,519,10058.75,1155,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
19473,Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,,5,678,4580,3697,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
20084,Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,,5,836,15537.5,2541,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
20695,Saccharina,Pabay_30_1_22_1,Pabay,NE,1,30_1_2022,30,1,2022,"one blade, clean",9,206,,,invertebrate environmental sample...546,,eDNA,,,,,,,,,,No
21306,Saccharina,Pabay_30_1_22_2,Pabay,NW,2,30_1_2022,30,1,2022,,9,825,,,invertebrate environmental sample...546,,eDNA,,,,,,,,,,No
21917,Saccharina,Pabay_30_1_22_3,Pabay,Mid,3,30_1_2022,30,1,2022,,9,380,,,invertebrate environmental sample...546,,eDNA,,,,,,,,,,No
22528,Saccharina,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,5131,491,4621,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
23139,Saccharina,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,3618,1226.5,7855,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
23750,Saccharina,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,3096,11803.5,3234,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
24361,Saccharina,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,,17,11797,60441.5,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
24972,Saccharina,Pabay_30_6_22_2,Pabay,NW,2,30_6_2022,30,6,2022,,17,19190,1495,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
25583,Saccharina,Pabay_30_6_22_3,Pabay,Mid,3,30_6_2022,30,6,2022,,17,14882,21309,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
26194,Saccharina,Pabay_30_7_22_1,Pabay,NE,1,30_7_2022,30,7,2022,,19,6160,11825.5,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
26805,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,11883,22251,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
27416,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,5119,39995,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
28027,Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,"clean, circle shape",15,13623,16931.5,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
28638,Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,clean,15,15613,9577.5,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
29249,Saccharina,Pabay_7_5_22_3,Pabay,Mid,3,7_5_2022,7,5,2022,clean,15,7591,12495,,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
29860,Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,"2 blades:one whole one cut, clean",11,155,8453,,invertebrate environmental sample...546,0.011830119,eDNA,,,,,,,,,,No
30471,Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,,11,849,3594.5,5083,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
31082,Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,,11,719,5686,8779,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
31693,Saccharina,Pabay_8_3_22_1,Pabay,NE,1,8_3_2022,8,3,2022,"5 blades, epibionts semmed to come from the rope",12,3181,18127.5,56141,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
32304,Saccharina,Pabay_8_3_22_2,Pabay,NW,2,8_3_2022,8,3,2022,,12,5044,12718,30034,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
32915,Saccharina,Pabay_8_3_22_3,Pabay,Mid,3,8_3_2022,8,3,2022,,12,6510,27323,72545,invertebrate environmental sample...546,0,eDNA,,,,,,,,,,No
533,Saccharina,Pabay_10_12_21_1,Pabay,NE,1,10_12_2021,10,12,2021,,6,178,1412.5,3928,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
1144,Saccharina,Pabay_10_12_21_2,Pabay,NW,2,10_12_2021,10,12,2021,,6,462,1191.5,462,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
1755,Saccharina,Pabay_10_12_21_3,Pabay,Mid,3,10_12_2021,10,12,2021,,6,106,1414,5545,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
2366,Saccharina,Pabay_10_4_22_1,Pabay,NE,1,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,878,4566,146014,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
2977,Saccharina,Pabay_10_4_22_2,Pabay,NW,2,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,437,12291.5,110589,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
3588,Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,"one plant?clean but fragmented in pieces, base visible",14,1385,93132,110897,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
4199,Saccharina,Pabay_13_11_21_1,Pabay,NE,1,13_11_2021,13,11,2021,,4,3145,3404,2541,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
4810,Saccharina,Pabay_13_11_21_2,Pabay,NW,2,13_11_2021,13,11,2021,,4,2096,703,8548,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
5421,Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,,4,3412,48155.5,2772,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
6032,Saccharina,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,6 blades,8,1038,9660.5,5545,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
6643,Saccharina,Pabay_14_1_22_2,Pabay,NW,2,14_1_2022,14,1,2022,,8,1241,9564.5,3697,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
7254,Saccharina,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,,8,2568,9612.5,3466,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
7865,Saccharina,Pabay_15_7_22_1,Pabay,NE,1,15_7_2022,15,7,2022,,18,17412,36823.5,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
8476,Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,,18,15621,15381.5,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
9087,Saccharina,Pabay_15_7_22_3,Pabay,Mid,3,15_7_2022,15,7,2022,,18,22346,31703.5,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
9698,Saccharina,Pabay_16_9_21_1,Pabay,NE,1,16_9_2021,16,9,2021,,2,23875,16711.5,24721,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
10309,Saccharina,Pabay_16_9_21_2,Pabay,NW,2,16_9_2021,16,9,2021,,2,19499,12941.5,23566,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
10920,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,16679,6499,24490,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
11531,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,685,598.5,1617,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
12142,Saccharina,Pabay_21_12_21_2,Pabay,NW,2,21_12_2021,21,12,2021,,7,766,624,3466,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
12753,Saccharina,Pabay_21_12_21_3,Pabay,Mid,3,21_12_2021,21,12,2021,,7,369,7662.5,2079,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
13364,Saccharina,Pabay_21_3_22_1,Pabay,NE,1,21_3_2022,21,3,2022,3 blades,13,2659,1093,1797448,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
13975,Saccharina,Pabay_21_3_22_2,Pabay,NW,2,21_3_2022,21,3,2022,8 blades,13,6065,2658,1409772,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
14586,Saccharina,Pabay_21_3_22_3,Pabay,Mid,3,21_3_2022,21,3,2022,5 blades,13,5050,2908.5,1739690,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
15197,Saccharina,Pabay_22_5_22_1,Pabay,NE,1,22_5_2022,22,5,2022,,16,18066,5717,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
15808,Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,,16,16045,46114.5,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
16419,Saccharina,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,,16,21498,3883.5,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
17030,Saccharina,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,2 blades,10,689,7907,13631,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
17641,Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,,10,993,12847.5,17328,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
18252,Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,,10,855,6863.5,8548,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
18863,Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,,5,519,10058.75,1155,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
19474,Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,,5,678,4580,3697,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
20085,Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,,5,836,15537.5,2541,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
20696,Saccharina,Pabay_30_1_22_1,Pabay,NE,1,30_1_2022,30,1,2022,"one blade, clean",9,206,,,invertebrate environmental sample...547,,eDNA,,,,,,,,,,No
21307,Saccharina,Pabay_30_1_22_2,Pabay,NW,2,30_1_2022,30,1,2022,,9,825,,,invertebrate environmental sample...547,,eDNA,,,,,,,,,,No
21918,Saccharina,Pabay_30_1_22_3,Pabay,Mid,3,30_1_2022,30,1,2022,,9,380,,,invertebrate environmental sample...547,,eDNA,,,,,,,,,,No
22529,Saccharina,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,5131,491,4621,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
23140,Saccharina,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,3618,1226.5,7855,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
23751,Saccharina,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,3096,11803.5,3234,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
24362,Saccharina,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,,17,11797,60441.5,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
24973,Saccharina,Pabay_30_6_22_2,Pabay,NW,2,30_6_2022,30,6,2022,,17,19190,1495,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
25584,Saccharina,Pabay_30_6_22_3,Pabay,Mid,3,30_6_2022,30,6,2022,,17,14882,21309,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
26195,Saccharina,Pabay_30_7_22_1,Pabay,NE,1,30_7_2022,30,7,2022,,19,6160,11825.5,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
26806,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,11883,22251,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
27417,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,5119,39995,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
28028,Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,"clean, circle shape",15,13623,16931.5,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
28639,Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,clean,15,15613,9577.5,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
29250,Saccharina,Pabay_7_5_22_3,Pabay,Mid,3,7_5_2022,7,5,2022,clean,15,7591,12495,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
29861,Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,"2 blades:one whole one cut, clean",11,155,8453,,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
30472,Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,,11,849,3594.5,5083,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
31083,Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,,11,719,5686,8779,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
31694,Saccharina,Pabay_8_3_22_1,Pabay,NE,1,8_3_2022,8,3,2022,"5 blades, epibionts semmed to come from the rope",12,3181,18127.5,56141,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
32305,Saccharina,Pabay_8_3_22_2,Pabay,NW,2,8_3_2022,8,3,2022,,12,5044,12718,30034,invertebrate environmental sample...547,0,eDNA,,,,,,,,,,No
32916,Saccharina,Pabay_8_3_22_3,Pabay,Mid,3,8_3_2022,8,3,2022,,12,6510,27323,72545,invertebrate environmental sample...547,0.00365992,eDNA,,,,,,,,,,No
534,Saccharina,Pabay_10_12_21_1,Pabay,NE,1,10_12_2021,10,12,2021,,6,178,1412.5,3928,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
1145,Saccharina,Pabay_10_12_21_2,Pabay,NW,2,10_12_2021,10,12,2021,,6,462,1191.5,462,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
1756,Saccharina,Pabay_10_12_21_3,Pabay,Mid,3,10_12_2021,10,12,2021,,6,106,1414,5545,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
2367,Saccharina,Pabay_10_4_22_1,Pabay,NE,1,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,878,4566,146014,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
2978,Saccharina,Pabay_10_4_22_2,Pabay,NW,2,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,437,12291.5,110589,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
3589,Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,"one plant?clean but fragmented in pieces, base visible",14,1385,93132,110897,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
4200,Saccharina,Pabay_13_11_21_1,Pabay,NE,1,13_11_2021,13,11,2021,,4,3145,3404,2541,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
4811,Saccharina,Pabay_13_11_21_2,Pabay,NW,2,13_11_2021,13,11,2021,,4,2096,703,8548,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
5422,Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,,4,3412,48155.5,2772,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
6033,Saccharina,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,6 blades,8,1038,9660.5,5545,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
6644,Saccharina,Pabay_14_1_22_2,Pabay,NW,2,14_1_2022,14,1,2022,,8,1241,9564.5,3697,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
7255,Saccharina,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,,8,2568,9612.5,3466,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
7866,Saccharina,Pabay_15_7_22_1,Pabay,NE,1,15_7_2022,15,7,2022,,18,17412,36823.5,,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
8477,Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,,18,15621,15381.5,,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
9088,Saccharina,Pabay_15_7_22_3,Pabay,Mid,3,15_7_2022,15,7,2022,,18,22346,31703.5,,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
9699,Saccharina,Pabay_16_9_21_1,Pabay,NE,1,16_9_2021,16,9,2021,,2,23875,16711.5,24721,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
10310,Saccharina,Pabay_16_9_21_2,Pabay,NW,2,16_9_2021,16,9,2021,,2,19499,12941.5,23566,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
10921,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,16679,6499,24490,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
11532,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,685,598.5,1617,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
12143,Saccharina,Pabay_21_12_21_2,Pabay,NW,2,21_12_2021,21,12,2021,,7,766,624,3466,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
12754,Saccharina,Pabay_21_12_21_3,Pabay,Mid,3,21_12_2021,21,12,2021,,7,369,7662.5,2079,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
13365,Saccharina,Pabay_21_3_22_1,Pabay,NE,1,21_3_2022,21,3,2022,3 blades,13,2659,1093,1797448,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
13976,Saccharina,Pabay_21_3_22_2,Pabay,NW,2,21_3_2022,21,3,2022,8 blades,13,6065,2658,1409772,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
14587,Saccharina,Pabay_21_3_22_3,Pabay,Mid,3,21_3_2022,21,3,2022,5 blades,13,5050,2908.5,1739690,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
15198,Saccharina,Pabay_22_5_22_1,Pabay,NE,1,22_5_2022,22,5,2022,,16,18066,5717,,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
15809,Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,,16,16045,46114.5,,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
16420,Saccharina,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,,16,21498,3883.5,,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
17031,Saccharina,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,2 blades,10,689,7907,13631,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
17642,Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,,10,993,12847.5,17328,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
18253,Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,,10,855,6863.5,8548,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
18864,Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,,5,519,10058.75,1155,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
19475,Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,,5,678,4580,3697,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
20086,Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,,5,836,15537.5,2541,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
20697,Saccharina,Pabay_30_1_22_1,Pabay,NE,1,30_1_2022,30,1,2022,"one blade, clean",9,206,,,invertebrate environmental sample...548,,eDNA,,,,,,,,,,No
21308,Saccharina,Pabay_30_1_22_2,Pabay,NW,2,30_1_2022,30,1,2022,,9,825,,,invertebrate environmental sample...548,,eDNA,,,,,,,,,,No
21919,Saccharina,Pabay_30_1_22_3,Pabay,Mid,3,30_1_2022,30,1,2022,,9,380,,,invertebrate environmental sample...548,,eDNA,,,,,,,,,,No
22530,Saccharina,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,5131,491,4621,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
23141,Saccharina,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,3618,1226.5,7855,invertebrate environmental sample...548,0,eDNA,,,,,,,,,,No
