Seaweed,Sample_code,Site,Location,Station_no,Date,Day,Month,Year,sample_type,Total_reads,Species,Kingdom,Phylum,Class,Order,Family,Genus,Species_full,Abundance,group_precise
Alaria,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,invertebrate environmental sample.3,,,,,,,,0.274317189,no
Alaria,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Parasagitta setosa,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,Parasagitta setosa,0.031443472,no
Alaria,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Chaetognatha environmental sample,,,,,,,,0.577909334,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Hemiaulus sinensis.2,Chromista,Ochrophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,Hemiaulus sinensis,0.003252773,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Chrysochromulina tobinii.1,Chromista,Haptophyta,Coccolithophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina tobinii,0.053128625,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Phaeocystis globosa,Chromista,Haptophyta,Coccolithophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa,0.011926834,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Skeletonema menzelii,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,0.221188563,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Pedospumella sinomuralis.1,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Pedospumella,Pedospumella sinomuralis,0.06505546,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Chaetoceros tenuissimus,Chromista,Ochrophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros tenuissimus,1.683852151,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Guinardia delicatula,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia delicatula,0.190829349,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Guinardia delicatula.1,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia delicatula,0.112762797,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Aureococcus anophagefferens,Chromista,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Aureococcus,Aureococcus anophagefferens,0.01409535,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Guinardia delicatula.2,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia delicatula,0.210345987,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Skeletonema marinoi,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,0.011926834,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Chaetoceros socialis,Chromista,Ochrophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis,0.173481226,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Chaetoceros tenuissimus.1,Chromista,Ochrophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros tenuissimus,0.168059938,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Guinardia striata,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia striata,0.044454564,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Guinardia striata.1,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia striata,0.119268343,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Guinardia delicatula.4,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia delicatula,0.085656355,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Thalassionema nitzschioides,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,8.76405469,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Thalassionema nitzschioides.1,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,0.222272821,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Ditylum brightwellii.3,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,0.686335101,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Lithodesmium undulatum.4,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Lithodesmium,Lithodesmium undulatum,0.10192022,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Psathyrometra cf. fragilis,Animalia,Echinodermata,Crinoidea,Comatulida,Psathyrometridae,Psathyrometra,Psathyrometra cf. fragilis,0.25046352,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Urodasys sp. 114a,Animalia,Gastrotricha,Macrodasyida,Macrodasyoidea,Urodasidae,Urodasys,Urodasys sp. 114a,0.361057802,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Urodasys sp. 114a.3,Animalia,Gastrotricha,Macrodasyida,Macrodasyoidea,Urodasidae,Urodasys,Urodasys sp. 114a,0.095414674,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Urodasys sp. 114a.5,Animalia,Gastrotricha,Macrodasyida,Macrodasyoidea,Urodasidae,Urodasys,Urodasys sp. 114a,0.200587668,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Chromadoridae sp. 09PROBE-01551,Animalia,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Chromadoridae,Chromadoridae sp. 09PROBE-01551,0.200587668,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Monostilifera sp.,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.762233137,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Monostilifera sp..1,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.701514708,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Monostilifera sp..2,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.13444795,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Monostilifera sp..3,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.200587668,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Asplanchna sieboldii.1,Animalia,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Asplanchna sieboldii,0.313350465,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Euchlanis dilatata.3,Animalia,Rotifera,Eurotatoria,Ploima,Euchlanidae,Euchlanis,Euchlanis dilatata,0.027106442,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,invertebrate environmental sample,,,,,,,,0.092161901,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,invertebrate environmental sample.3,,,,,,,,0.274317189,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Parasagitta setosa,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,Parasagitta setosa,0.031443472,no
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Chaetognatha environmental sample,,,,,,,,0.577909334,no
Alaria,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,reads,3883.5,Chaetoceros tenuissimus.3,Chromista,Ochrophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros tenuissimus,0.29612463,no
Alaria,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,reads,3883.5,Thalassionema nitzschioides,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,0.386249517,no
Alaria,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,reads,3883.5,Monostilifera sp.,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.141624823,no
Saccharina,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,reads,3883.5,Chaetoceros tenuissimus.3,Chromista,Ochrophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros tenuissimus,0.29612463,no
Saccharina,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,reads,3883.5,Thalassionema nitzschioides,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,0.386249517,no
Saccharina,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,reads,3883.5,Monostilifera sp.,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.141624823,no
Alaria,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,reads,7907,Skeletonema menzelii,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,6.06424687,no
Alaria,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,reads,7907,Skeletonema potamos,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema potamos,0.031617554,no
Alaria,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,reads,7907,invertebrate environmental sample,,,,,,,,9.554824839,no
Saccharina,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,reads,7907,Skeletonema menzelii,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,6.06424687,no
Saccharina,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,reads,7907,Skeletonema potamos,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema potamos,0.031617554,no
Saccharina,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,reads,7907,invertebrate environmental sample,,,,,,,,9.554824839,no
Alaria,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Lithodesmium intricatum.2,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Lithodesmium,Lithodesmium intricatum,0.015567231,no
Alaria,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Emiliania huxleyi,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,0.019459039,no
Alaria,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Skeletonema menzelii,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,0.179023156,no
Alaria,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Phaeocystis globosa.3,Chromista,Haptophyta,Coccolithophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa,0.015567231,no
Alaria,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Minutocellus polymorphus.8,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.058377116,no
Alaria,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Lithodesmium intricatum.3,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Lithodesmium,Lithodesmium intricatum,0.848414088,no
Alaria,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Lithodesmium intricatum.4,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Lithodesmium,Lithodesmium intricatum,0.315236427,no
Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Lithodesmium intricatum.2,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Lithodesmium,Lithodesmium intricatum,0.015567231,no
Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Emiliania huxleyi,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,0.019459039,no
Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Skeletonema menzelii,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,0.179023156,no
Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Phaeocystis globosa.3,Chromista,Haptophyta,Coccolithophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa,0.015567231,no
Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Minutocellus polymorphus.8,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.058377116,no
Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Lithodesmium intricatum.3,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Lithodesmium,Lithodesmium intricatum,0.848414088,no
Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Lithodesmium intricatum.4,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Lithodesmium,Lithodesmium intricatum,0.315236427,no
Alaria,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,reads,6863.5,Skeletonema menzelii,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,1.005317986,no
Alaria,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,reads,6863.5,Monostilifera sp.,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.080134042,no
Alaria,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,reads,6863.5,Asplanchna sieboldii.4,Animalia,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Asplanchna sieboldii,0.036424565,no
Alaria,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,reads,6863.5,invertebrate environmental sample,,,,,,,,0.131128433,no
Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,reads,6863.5,Skeletonema menzelii,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,1.005317986,no
Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,reads,6863.5,Monostilifera sp.,Animalia,Nemertea,Anopla,Monostilifera,Monostylifera,Monostilifera,Monostilifera sp.,0.080134042,no
Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,reads,6863.5,Asplanchna sieboldii.4,Animalia,Rotifera,Eurotatoria,Ploima,Asplanchnidae,Asplanchna,Asplanchna sieboldii,0.036424565,no
Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,reads,6863.5,invertebrate environmental sample,,,,,,,,0.131128433,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Dimeregramma acutum.1,Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Dimeregramma,Dimeregramma acutum,0.029824779,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Lithodesmium intricatum,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Lithodesmium,Lithodesmium intricatum,0.019883186,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Emiliania huxleyi,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,0.134211507,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Skeletonema menzelii,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii,5.293898347,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Pedospumella sinomuralis.1,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Pedospumella,Pedospumella sinomuralis,0.027339381,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Pedospumella sp. JBM19,,,,,,Pedospumella,Pedospumella sp. JBM19,0.062134957,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Pedospumella sinomuralis.2,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Pedospumella,Pedospumella sinomuralis,0.019883186,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Chaetoceros tenuissimus,Chromista,Ochrophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros tenuissimus,0.07207655,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Pseudochattonella verruculosa,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Chattonellaceae,Pseudochattonella,Pseudochattonella verruculosa,0.079532745,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,uncultured dinoflagellate,,,,,,uncultured,uncultured dinoflagellate,0.037280974,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Ministeria vibrans,Opisthokonta,Holozoa,Filasterea,Ministeriida,Ministeriidae,Ministeria,Ministeria vibrans,0.074561949,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Skeletonema potamos,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema potamos,0.104386728,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Cyclotella cryptica,Chromista,Ochrophyta,Mediophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella cryptica,0.390207531,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Thalassiosira rotula.1,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira rotula,0.084503542,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Thalassiosira punctigera.1,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira punctigera,0.074561949,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Pleurosigma inscriptura.2,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,Pleurosigma inscriptura,0.059649559,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Skeletonema subsalsum,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema subsalsum,0.027339381,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Thalassionema nitzschioides,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,0.208773456,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Minutocellus polymorphus.7,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,2.430719523,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Minutocellus polymorphus.8,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.382751336,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Minutocellus polymorphus.9,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.810239841,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Minutocellus polymorphus.11,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.221200447,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Minutocellus polymorphus.12,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.820181434,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Minutocellus polymorphus.14,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.288306201,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Ditylum brightwellii.4,Chromista,Ochrophyta,Coscinodiscophyceae,Rhizosoleniales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,0.415061514,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Dimeregramma acutum.2,Chromista,Ochrophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Dimeregramma,Dimeregramma acutum,0.084503542,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Minutocellus polymorphus.21,Chromista,Ochrophyta,Coscinodiscophyceae,Coscinodiscales,Helminthophoraceae,Minutocellus,Minutocellus polymorphus,0.062134957,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Hemiaulus sinensis.3,Chromista,Ochrophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,Hemiaulus sinensis,0.057164161,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Cassiopea xamachana,Animalia,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,Cassiopea xamachana,11.53970424,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Aurelia sp. 11 sensu Dawson et al. (2005),,,,,,Aurelia,Aurelia sp. 11 sensu Dawson et al. (2005),0.042251771,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Aurelia aurita,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,0.047222567,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Cassiopea sp. PGNIMCP,,,,,,Cassiopea,Cassiopea sp. PGNIMCP,0.017397788,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Aurelia sp. 11 sensu Dawson et al. (2005).1,,,,,,Aurelia,Aurelia sp. 11 sensu Dawson et al. (2005),0.019883186,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Asterias rubens.3,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Asterias,Asterias rubens,0.01491239,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Endoxocrinus parrae,Animalia,Echinodermata,Crinoidea,Comatulida,Endoxocrinidae,Endoxocrinus,Endoxocrinus parrae,0.049707966,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Ophiothrix fragilis,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiothricidae,Ophiothrix,Ophiothrix fragilis,0.032310178,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Urodasys sp. 114a.1,Animalia,Gastrotricha,Macrodasyida,Macrodasyoidea,Urodasidae,Urodasys,Urodasys sp. 114a,0.71082391,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Urodasys sp. 114a.2,Animalia,Gastrotricha,Macrodasyida,Macrodasyoidea,Urodasidae,Urodasys,Urodasys sp. 114a,0.069591152,no
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Urodasys sp. 114a.3,Animalia,Gastrotricha,Macrodasyida,Macrodasyoidea,Urodasidae,Urodasys,Urodasys sp. 114a,0.166521685,no
