"","Seaweed","Sample_code","Site","Location","Station_no","Date","Day","Month","Year","Notes on blades","Sample no","Total_Zooplankton","total reads","Total_Phytoplankton","taxa","abundance","sample_type"
"21194","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Evadne sp....434",NA,"eDNA"
"21195","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Doto coronata...435",NA,"eDNA"
"21196","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Lacuna vincta...436",NA,"eDNA"
"21197","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Steromphala cineraria",NA,"eDNA"
"21198","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Rissoa guernei...438",NA,"eDNA"
"21199","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Mitrella moleculina...439",NA,"eDNA"
"21200","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Rissoa guernei...440",NA,"eDNA"
"21201","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Burnupia sp. UGSB 25228",NA,"eDNA"
"21202","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Limapontia capitata",NA,"eDNA"
"21203","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Siphonaria pectinata",NA,"eDNA"
"21204","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Assiminea grayana",NA,"eDNA"
"21205","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Hyleoglomeris sp....445",NA,"eDNA"
"21206","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Glyptophysa sp. 11 PGA-2018",NA,"eDNA"
"21207","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Atlanta ariejansseni",NA,"eDNA"
"21208","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Lacuna vincta...448",NA,"eDNA"
"21209","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Placida dendritica...449",NA,"eDNA"
"21210","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Lacuna vincta...450",NA,"eDNA"
"21211","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Peringia ulvae",NA,"eDNA"
"21212","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Stenophysa marmorata",NA,"eDNA"
"21213","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Ercolania sp. KH-2011...453",NA,"eDNA"
"21214","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Antarctoneptunea aurora",NA,"eDNA"
"21215","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Doto coronata...455",NA,"eDNA"
"21216","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Antichiropus sp. DIP147",NA,"eDNA"
"21217","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Mitrella moleculina...457",NA,"eDNA"
"21218","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Doto coronata...458",NA,"eDNA"
"21219","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Placida dendritica...459",NA,"eDNA"
"21220","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Mitrella moleculina...460",NA,"eDNA"
"21221","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Segmentina nitida",NA,"eDNA"
"21222","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Therasia thaisa",NA,"eDNA"
"21223","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Neritina canalis",NA,"eDNA"
"21224","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Sconsia sp. MNHN-IM-2013-61442",NA,"eDNA"
"21225","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Bulinus nasutus",NA,"eDNA"
"21226","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Ercolania sp. KH-2011...466",NA,"eDNA"
"21227","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Hyleoglomeris sp....467",NA,"eDNA"
"21228","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Megalovalvata piligera",NA,"eDNA"
"21229","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Chromadoridae sp. 09PROBE-01551",NA,"eDNA"
"21230","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Bursaphelenchus cocophilus",NA,"eDNA"
"21231","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Monostilifera sp....471",NA,"eDNA"
"21232","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Monostilifera sp....472",NA,"eDNA"
"21233","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Monostilifera sp....473",NA,"eDNA"
"21234","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Monostilifera sp....474",NA,"eDNA"
"21235","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Monostilifera sp....475",NA,"eDNA"
"21236","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Monostilifera sp....476",NA,"eDNA"
"21237","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Prosadenoporus floridensis",NA,"eDNA"
"21238","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Paracalanus parvus...478",NA,"eDNA"
"21239","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Monostilifera sp....479",NA,"eDNA"
"21240","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Microstomum compositum",NA,"eDNA"
"21241","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Thoosa mismalolli",NA,"eDNA"
"21242","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Corvomeyenia everetti",NA,"eDNA"
"21243","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Scopalina ruetzleri",NA,"eDNA"
"21244","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Echinodictyum mesenterinum",NA,"eDNA"
"21245","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Hymedesmia hibernica",NA,"eDNA"
"21246","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Svenzea sp. 1 PRT-2020",NA,"eDNA"
"21247","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Monogononta sp. R35_CoastL...487",NA,"eDNA"
"21248","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Asplanchna sieboldii...488",NA,"eDNA"
"21249","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Temora sp....489",NA,"eDNA"
"21250","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Synchaeta vorax...490",NA,"eDNA"
"21251","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Euchlanis dilatata...491",NA,"eDNA"
"21252","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Asplanchna sieboldii...492",NA,"eDNA"
"21253","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Asplanchna sieboldii...493",NA,"eDNA"
"21254","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Polyarthra major",NA,"eDNA"
"21255","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Lepadella cf. quadricarinata AGROT318-10",NA,"eDNA"
"21256","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Asplanchna sieboldii...496",NA,"eDNA"
"21257","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Euchlanis dilatata...497",NA,"eDNA"
"21258","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Synchaeta vorax...498",NA,"eDNA"
"21259","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Trichocerca capucina",NA,"eDNA"
"21260","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Tubificoides sp. CED",NA,"eDNA"
"21261","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Pseudocalanus elongatus",NA,"eDNA"
"21262","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Platyias quadricornis",NA,"eDNA"
"21263","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Euchlanis dilatata...503",NA,"eDNA"
"21264","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Euchlanis dilatata...504",NA,"eDNA"
"21265","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Tripleuchlanis plicata...505",NA,"eDNA"
"21266","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Monogononta sp. R35_CoastL...506",NA,"eDNA"
"21267","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Polyarthra dolichoptera complex sp. UO-2013",NA,"eDNA"
"21268","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Tripleuchlanis plicata...508",NA,"eDNA"
"21269","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Monogononta sp. R35_CoastL...509",NA,"eDNA"
"21270","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Asplanchna sieboldii...510",NA,"eDNA"
"21271","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Brachionus rubens",NA,"eDNA"
"21272","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Peltidiidae sp. 10PROBE-19037",NA,"eDNA"
"21273","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...513",NA,"eDNA"
"21274","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...514",NA,"eDNA"
"21275","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...515",NA,"eDNA"
"21276","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...516",NA,"eDNA"
"21277","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...517",NA,"eDNA"
"21278","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...518",NA,"eDNA"
"21279","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...519",NA,"eDNA"
"21280","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...520",NA,"eDNA"
"21281","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...521",NA,"eDNA"
"21282","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...522",NA,"eDNA"
"21283","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Temora sp....523",NA,"eDNA"
"21284","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...524",NA,"eDNA"
"21285","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...525",NA,"eDNA"
"21286","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...526",NA,"eDNA"
"21287","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...527",NA,"eDNA"
"21288","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...528",NA,"eDNA"
"21289","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...529",NA,"eDNA"
"21290","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...530",NA,"eDNA"
"21291","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...531",NA,"eDNA"
"21292","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...532",NA,"eDNA"
"21293","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...533",NA,"eDNA"
"21294","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Temora sp....534",NA,"eDNA"
"21295","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...535",NA,"eDNA"
"21296","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...536",NA,"eDNA"
"21297","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...537",NA,"eDNA"
"21298","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...538",NA,"eDNA"
"21299","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...539",NA,"eDNA"
"21300","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...540",NA,"eDNA"
"21301","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...541",NA,"eDNA"
"21302","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...542",NA,"eDNA"
"21303","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...543",NA,"eDNA"
"21304","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...544",NA,"eDNA"
"21305","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Temora sp....545",NA,"eDNA"
"21306","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...546",NA,"eDNA"
"21307","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...547",NA,"eDNA"
"21308","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...548",NA,"eDNA"
"21309","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...549",NA,"eDNA"
"21310","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...550",NA,"eDNA"
"21311","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...551",NA,"eDNA"
"21312","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...552",NA,"eDNA"
"21313","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...553",NA,"eDNA"
"21314","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...554",NA,"eDNA"
"21315","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"invertebrate environmental sample...555",NA,"eDNA"
"21316","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Paracalanus parvus...556",NA,"eDNA"
"21317","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Temora sp....557",NA,"eDNA"
"21318","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Harpacticus flexus...558",NA,"eDNA"
"21319","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Ectinosomatidae sp. SR-2019",NA,"eDNA"
"21320","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Oithona nana",NA,"eDNA"
"21321","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Tubificoides benedii",NA,"eDNA"
"21322","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Paracalanus parvus...562",NA,"eDNA"
"21323","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Harpacticus flexus...563",NA,"eDNA"
"21324","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Paracalanus parvus...564",NA,"eDNA"
"21325","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Paracalanus parvus...565",NA,"eDNA"
"21326","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Centropages hamatus",NA,"eDNA"
"21327","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Paracalanus parvus...567",NA,"eDNA"
"21328","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Paracalanus parvus...568",NA,"eDNA"
"21329","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Paracalanus parvus...569",NA,"eDNA"
"21330","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Temora sp....570",NA,"eDNA"
"21331","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Temora sp....571",NA,"eDNA"
"21332","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Hormogaster redii",NA,"eDNA"
"21333","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Temora sp....573",NA,"eDNA"
"21334","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Paraeuchaeta sp. KJ753",NA,"eDNA"
"21335","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Jassa herdmani...575",NA,"eDNA"
"21336","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Jassa herdmani...576",NA,"eDNA"
"21337","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Jassa herdmani...577",NA,"eDNA"
"21338","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Jassa herdmani...578",NA,"eDNA"
"21339","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Jassa herdmani...579",NA,"eDNA"
"21340","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Jassa herdmani...580",NA,"eDNA"
"21341","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Niphargus arbiter",NA,"eDNA"
"21342","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Jassa herdmani...582",NA,"eDNA"
"21343","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Enchytraeus doerjesi",NA,"eDNA"
"21344","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Aora gracilis",NA,"eDNA"
"21345","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Caridea sp. LPdivOTU7",NA,"eDNA"
"21346","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Pagurus longicarpus",NA,"eDNA"
"21347","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Fujientomon dicestum",NA,"eDNA"
"21348","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Semibalanus balanoides...588",NA,"eDNA"
"21349","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Balanus crenatus...589",NA,"eDNA"
"21350","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Balanus balanus",NA,"eDNA"
"21351","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Balanus crenatus...591",NA,"eDNA"
"21352","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Semibalanus balanoides...592",NA,"eDNA"
"21353","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Semibalanus balanoides...593",NA,"eDNA"
"21354","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Enchytraeus albidus",NA,"eDNA"
"21355","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Semibalanus balanoides...595",NA,"eDNA"
"21356","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Semibalanus balanoides...596",NA,"eDNA"
"21357","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Semibalanus balanoides...597",NA,"eDNA"
"21358","Saccharina","Pabay_30_1_22_2","Pabay","NW",2,"30_1_2022",30,1,2022,NA,9,825,NA,NA,"Semibalanus balanoides...598",NA,"eDNA"
