,seaweed,sample_code,site,location,station_no,date,day,month,year,notes_on_blades,sample_no,species_id,measurement_value,measurement_type,measurement_origin,parsed_date,species_name,X,kingdom,phylum,class,order,family,genus
9286,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_electra_pilosa,0,otu,edna,16/09/2021,electra pilosa,NA,NA,NA,NA,NA,NA,NA
9287,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_jassa_herdmani,0,otu,edna,16/09/2021,jassa herdmani,NA,NA,NA,NA,NA,NA,NA
9288,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_lacuna_vincta,0,otu,edna,16/09/2021,lacuna vincta,NA,NA,NA,NA,NA,NA,NA
9289,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_membranipora_membranacea,0,otu,edna,16/09/2021,membranipora membranacea,NA,NA,NA,NA,NA,NA,NA
9290,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_mytilidae,0,otu,edna,16/09/2021,mytilidae,NA,NA,NA,NA,NA,NA,NA
9291,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_obelia,0,otu,edna,16/09/2021,obelia,NA,NA,NA,NA,NA,NA,NA
9292,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_obelia_bidentata,0,otu,edna,16/09/2021,obelia bidentata,NA,NA,NA,NA,NA,NA,NA
9293,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_obelia_dichotoma,0,otu,edna,16/09/2021,obelia dichotoma,NA,NA,NA,NA,NA,NA,NA
9294,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_rissoa_guernei,0,otu,edna,16/09/2021,rissoa guernei,NA,NA,NA,NA,NA,NA,NA
9295,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_total_amphipoda,0,otu,edna,16/09/2021,total amphipoda,NA,NA,NA,NA,NA,NA,NA
9296,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_total_annelida,0,otu,edna,16/09/2021,total annelida,NA,NA,NA,NA,NA,NA,NA
9297,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_total_balanoida,0,otu,edna,16/09/2021,total balanoida,NA,NA,NA,NA,NA,NA,NA
9298,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_total_bivalvia,0,otu,edna,16/09/2021,total bivalvia,NA,NA,NA,NA,NA,NA,NA
9299,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_total_copepoda,0,otu,edna,16/09/2021,total copepoda,NA,NA,NA,NA,NA,NA,NA
9300,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_total_gastropoda,0,otu,edna,16/09/2021,total gastropoda,NA,NA,NA,NA,NA,NA,NA
9301,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,otu_total_hydrozoa,0,otu,edna,16/09/2021,total hydrozoa,NA,NA,NA,NA,NA,NA,NA
9302,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,total_brachiopoda_otu,0,NA,NA,16/09/2021,total brachiopoda otu,NA,NA,NA,NA,NA,NA,NA
9303,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,blade_area,NA,NA,NA,16/09/2021,blade area,NA,NA,NA,NA,NA,NA,NA
9304,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,total_area,NA,NA,NA,16/09/2021,total area,NA,NA,NA,NA,NA,NA,NA
9305,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,for_standardizing,NA,NA,NA,16/09/2021,for standardizing,NA,NA,NA,NA,NA,NA,NA
9306,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,species_richness,0,NA,NA,16/09/2021,species richness,NA,NA,NA,NA,NA,NA,NA
9307,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,percent_blade_hydrozoans,NA,blade_coverage,blade_coverage,16/09/2021,percent blade hydrozoans,NA,NA,NA,NA,NA,NA,NA
9308,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,percent_blade_bryozoans,NA,blade_coverage,blade_coverage,16/09/2021,percent blade bryozoans,NA,NA,NA,NA,NA,NA,NA
9309,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,percent_blade_ectocarpus,NA,blade_coverage,blade_coverage,16/09/2021,percent blade ectocarpus,NA,NA,NA,NA,NA,NA,NA
9310,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,mussel_juveniles,NA,NA,NA,16/09/2021,mussel juveniles,NA,NA,NA,NA,NA,NA,NA
9311,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,percent_epiphytes,NA,blade_coverage,blade_coverage,16/09/2021,percent epiphytes,NA,NA,NA,NA,NA,NA,NA
9312,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,percent_brown_blotches,NA,blade_coverage,blade_coverage,16/09/2021,percent brown blotches,NA,NA,NA,NA,NA,NA,NA
9313,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,percent_hydrozoans,NA,blade_coverage,blade_coverage,16/09/2021,percent hydrozoans,NA,NA,NA,NA,NA,NA,NA
9314,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,percent_bryozoans,NA,blade_coverage,blade_coverage,16/09/2021,percent bryozoans,NA,NA,NA,NA,NA,NA,NA
9315,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,tufts_cm2,NA,NA,NA,16/09/2021,tufts cm2,NA,NA,NA,NA,NA,NA,NA
9316,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,total_amphipoda,NA,NA,NA,16/09/2021,total amphipoda,NA,NA,NA,NA,NA,NA,NA
9317,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,total_bivalvia,NA,NA,NA,16/09/2021,total bivalvia,NA,NA,NA,NA,NA,NA,NA
9318,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,total_copepoda_2,NA,NA,NA,16/09/2021,total copepoda 2,NA,NA,NA,NA,NA,NA,NA
9319,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,total_gasteropoda,NA,NA,NA,16/09/2021,total gasteropoda,NA,NA,NA,NA,NA,NA,NA
9320,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,total_isopoda,NA,NA,NA,16/09/2021,total isopoda,NA,NA,NA,NA,NA,NA,NA
9321,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,total_nemerta,NA,NA,NA,16/09/2021,total nemerta,NA,NA,NA,NA,NA,NA,NA
9322,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,polychaeta_tot,NA,NA,NA,16/09/2021,polychaeta tot,NA,NA,NA,NA,NA,NA,NA
9323,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,halacaridae,NA,NA,NA,16/09/2021,halacaridae,52,Animalia,Arthropoda,Arachnida,Trombidiformes,Halacaridae,NA
9324,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,arthropod,NA,NA,NA,16/09/2021,arthropod,NA,NA,NA,NA,NA,NA,NA
9325,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,amphipod,NA,NA,NA,16/09/2021,amphipod,NA,NA,NA,NA,NA,NA,NA
9326,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,caprellidae,NA,NA,NA,16/09/2021,caprellidae,54,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,NA
9327,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,gammaridae,NA,NA,NA,16/09/2021,gammaridae,55,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA
9328,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,jassa,NA,NA,NA,16/09/2021,jassa,56,Animalia,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Jassa
9329,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,annelida_tube,NA,NA,NA,16/09/2021,annelida tube,NA,NA,NA,NA,NA,NA,NA
9330,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,asteroidea,NA,NA,NA,16/09/2021,asteroidea,57,Animalia,Echinodermata,Asteroidea,NA,NA,NA
9331,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,bivalve,NA,NA,NA,16/09/2021,bivalve,NA,NA,NA,NA,NA,NA,NA
9332,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,cerastoderma,NA,NA,NA,16/09/2021,cerastoderma,58,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma
9333,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,mytilus,NA,NA,NA,16/09/2021,mytilus,59,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus
9334,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,ostrea,NA,NA,NA,16/09/2021,ostrea,60,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea
9335,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,pecten,NA,NA,NA,16/09/2021,pecten,61,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Pecten
9336,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,scallop_brown,NA,NA,NA,16/09/2021,scallop brown,NA,NA,NA,NA,NA,NA,NA
9337,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,scallop_pink,NA,NA,NA,16/09/2021,scallop pink,NA,NA,NA,NA,NA,NA,NA
9338,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,cirripedia,NA,NA,NA,16/09/2021,cirripedia,62,Animalia,Arthropoda,Thecostraca,NA,NA,NA
9339,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,copepod,NA,NA,NA,16/09/2021,copepod,NA,NA,NA,NA,NA,NA,NA
9340,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,harpacticoida,NA,NA,NA,16/09/2021,harpacticoida,64,Animalia,Arthropoda,Copepoda,Harpacticoida,NA,NA
9341,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,corophium,NA,NA,NA,16/09/2021,corophium,65,Animalia,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Corophium
9342,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,cumacea,NA,NA,NA,16/09/2021,cumacea,66,Animalia,Arthropoda,Malacostraca,Cumacea,NA,NA
9343,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,cancer_pagurus,NA,NA,NA,16/09/2021,cancer pagurus,67,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer
9344,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,brachyura,NA,NA,NA,16/09/2021,brachyura,68,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA
9345,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,dendronotidae,NA,NA,NA,16/09/2021,dendronotidae,69,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,NA
9346,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,echinoidea,NA,NA,NA,16/09/2021,echinoidea,70,Animalia,Echinodermata,Echinoidea,NA,NA,NA
9347,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,calcareous,NA,NA,NA,16/09/2021,calcareous,NA,NA,NA,NA,NA,NA,NA
9348,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,euphausiacea,NA,NA,NA,16/09/2021,euphausiacea,71,Animalia,Arthropoda,Malacostraca,Euphausiacea,NA,NA
9349,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,gastropod,NA,NA,NA,16/09/2021,gastropod,NA,NA,NA,NA,NA,NA,NA
9350,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,gibbula,NA,NA,NA,16/09/2021,gibbula,73,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Gibbula
9351,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,lacuna,NA,NA,NA,16/09/2021,lacuna,74,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna
9352,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,rissoa,NA,NA,NA,16/09/2021,rissoa,75,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa
9353,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,patella,NA,NA,NA,16/09/2021,patella,76,Animalia,Mollusca,Gastropoda,NA,Patellidae,Patella
9354,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,isopod,NA,NA,NA,16/09/2021,isopod,NA,NA,NA,NA,NA,NA,NA
9355,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,idoteidae,NA,NA,NA,16/09/2021,idoteidae,78,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,NA
9356,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,janiridae,NA,NA,NA,16/09/2021,janiridae,79,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,NA
9357,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,isopod_larvae,NA,NA,NA,16/09/2021,isopod larvae,NA,NA,NA,NA,NA,NA,NA
9358,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,zoea_larva,NA,NA,NA,16/09/2021,zoea larva,NA,NA,NA,NA,NA,NA,NA
9359,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,mysid,NA,NA,NA,16/09/2021,mysid,NA,NA,NA,NA,NA,NA,NA
9360,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,nemertea,NA,NA,NA,16/09/2021,nemertea,81,Animalia,Nemertea,NA,NA,NA,NA
9361,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,cephalothrix,NA,NA,NA,16/09/2021,cephalothrix,82,Animalia,Nemertea,Palaeonemertea,Archinemertea,Cephalotrichidae,Cephalothrix
9362,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,haplonemertea,NA,NA,NA,16/09/2021,haplonemertea,NA,NA,NA,NA,NA,NA,NA
9363,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,oligochaeta_nereididae,NA,NA,NA,16/09/2021,oligochaeta nereididae,NA,NA,NA,NA,NA,NA,NA
9364,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,ostracoda,NA,NA,NA,16/09/2021,ostracoda,83,Animalia,Arthropoda,Ostracoda,NA,NA,NA
9365,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,polychaeta_larvae,NA,NA,NA,16/09/2021,polychaeta larvae,NA,NA,NA,NA,NA,NA,NA
9366,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,phyllodocida,NA,NA,NA,16/09/2021,phyllodocida,84,Animalia,Annelida,Polychaeta,Phyllodocida,NA,NA
9367,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,polycheate_tube,NA,NA,NA,16/09/2021,polycheate tube,NA,NA,NA,NA,NA,NA,NA
9368,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,foraminifer,NA,NA,NA,16/09/2021,foraminifer,NA,NA,NA,NA,NA,NA,NA
9369,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,x,NA,NA,NA,16/09/2021,x,NA,NA,NA,NA,NA,NA,NA
9370,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,x_1,NA,NA,NA,16/09/2021,x 1,NA,NA,NA,NA,NA,NA,NA
9371,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,blade_amphipod_p_cm,NA,blade_abundance,blade_abundance,16/09/2021,blade amphipod p cm,NA,NA,NA,NA,NA,NA,NA
9372,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,blade_bivalvia_p_cm,NA,blade_abundance,blade_abundance,16/09/2021,blade bivalvia p cm,NA,NA,NA,NA,NA,NA,NA
9373,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,blade_copepoda_p_cm,NA,blade_abundance,blade_abundance,16/09/2021,blade copepoda p cm,NA,NA,NA,NA,NA,NA,NA
9374,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,blade_polychaete_p_cm,NA,blade_abundance,blade_abundance,16/09/2021,blade polychaete p cm,NA,NA,NA,NA,NA,NA,NA
9375,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,total_phytoplankton,1617,NA,NA,21/12/2021,total phytoplankton,NA,NA,NA,NA,NA,NA,NA
9376,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,total_zooplankton,685,NA,NA,21/12/2021,total zooplankton,NA,NA,NA,NA,NA,NA,NA
9377,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,zooplank_abundance_bivalvia,2,abundance,plankton,21/12/2021,zooplank abundance bivalvia,NA,NA,NA,NA,NA,NA,NA
9378,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,zooplank_abundance_bryozoa_larvae,34,abundance,plankton,21/12/2021,zooplank abundance bryozoa larvae,NA,NA,NA,NA,NA,NA,NA
9379,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,zooplank_abundance_gastropoda,34,abundance,plankton,21/12/2021,zooplank abundance gastropoda,NA,NA,NA,NA,NA,NA,NA
9380,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,zooplank_abundance_holoplankton,613,abundance,plankton,21/12/2021,zooplank abundance holoplankton,NA,NA,NA,NA,NA,NA,NA
9381,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,zooplank_abundance_hydroids,0,abundance,plankton,21/12/2021,zooplank abundance hydroids,NA,NA,NA,NA,NA,NA,NA
9382,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,zooplank_abundance_obelia,0,abundance,plankton,21/12/2021,zooplank abundance obelia,NA,NA,NA,NA,NA,NA,NA
9383,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,zooplank_abundance_total_hydrozoa,0,abundance,plankton,21/12/2021,zooplank abundance total hydrozoa,NA,NA,NA,NA,NA,NA,NA
9384,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,zooplank_abundance_meroplankton,72,abundance,plankton,21/12/2021,zooplank abundance meroplankton,NA,NA,NA,NA,NA,NA,NA
9385,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,zooplank_abundance_total_balanoida,0,abundance,plankton,21/12/2021,zooplank abundance total balanoida,NA,NA,NA,NA,NA,NA,NA
9386,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,zooplank_abundance_total_brachiopoda,0,abundance,plankton,21/12/2021,zooplank abundance total brachiopoda,NA,NA,NA,NA,NA,NA,NA
9387,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,zooplank_abundance_total_copepoda,611,abundance,plankton,21/12/2021,zooplank abundance total copepoda,NA,NA,NA,NA,NA,NA,NA
9388,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,zooplank_abundance_total_malacostraca,0,abundance,plankton,21/12/2021,zooplank abundance total malacostraca,NA,NA,NA,NA,NA,NA,NA
9389,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,zooplank_abundance_total_polychaeta,2,abundance,plankton,21/12/2021,zooplank abundance total polychaeta,NA,NA,NA,NA,NA,NA,NA
9390,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,unknown_jellies,0,NA,NA,21/12/2021,unknown jellies,NA,NA,NA,NA,NA,NA,NA
9391,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,total_reads,598.5,NA,NA,21/12/2021,total reads,NA,NA,NA,NA,NA,NA,NA
9392,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_celleporella_hyalina,0,otu,edna,21/12/2021,celleporella hyalina,NA,NA,NA,NA,NA,NA,NA
9393,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_doto_coronata,0,otu,edna,21/12/2021,doto coronata,NA,NA,NA,NA,NA,NA,NA
9394,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_ectocarpus_subulatus,0,otu,edna,21/12/2021,ectocarpus subulatus,NA,NA,NA,NA,NA,NA,NA
9395,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_electra_pilosa,0,otu,edna,21/12/2021,electra pilosa,NA,NA,NA,NA,NA,NA,NA
9396,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_jassa_herdmani,0,otu,edna,21/12/2021,jassa herdmani,NA,NA,NA,NA,NA,NA,NA
9397,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_lacuna_vincta,0,otu,edna,21/12/2021,lacuna vincta,NA,NA,NA,NA,NA,NA,NA
9398,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_membranipora_membranacea,0,otu,edna,21/12/2021,membranipora membranacea,NA,NA,NA,NA,NA,NA,NA
9399,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_mytilidae,0,otu,edna,21/12/2021,mytilidae,NA,NA,NA,NA,NA,NA,NA
9400,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_obelia,0,otu,edna,21/12/2021,obelia,NA,NA,NA,NA,NA,NA,NA
9401,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_obelia_bidentata,0,otu,edna,21/12/2021,obelia bidentata,NA,NA,NA,NA,NA,NA,NA
9402,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_obelia_dichotoma,0,otu,edna,21/12/2021,obelia dichotoma,NA,NA,NA,NA,NA,NA,NA
9403,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_rissoa_guernei,0,otu,edna,21/12/2021,rissoa guernei,NA,NA,NA,NA,NA,NA,NA
9404,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_total_amphipoda,0,otu,edna,21/12/2021,total amphipoda,NA,NA,NA,NA,NA,NA,NA
9405,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_total_annelida,0,otu,edna,21/12/2021,total annelida,NA,NA,NA,NA,NA,NA,NA
9406,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_total_balanoida,0,otu,edna,21/12/2021,total balanoida,NA,NA,NA,NA,NA,NA,NA
9407,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_total_bivalvia,0,otu,edna,21/12/2021,total bivalvia,NA,NA,NA,NA,NA,NA,NA
9408,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_total_copepoda,0,otu,edna,21/12/2021,total copepoda,NA,NA,NA,NA,NA,NA,NA
9409,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_total_gastropoda,0,otu,edna,21/12/2021,total gastropoda,NA,NA,NA,NA,NA,NA,NA
9410,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,otu_total_hydrozoa,0,otu,edna,21/12/2021,total hydrozoa,NA,NA,NA,NA,NA,NA,NA
9411,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,total_brachiopoda_otu,0,NA,NA,21/12/2021,total brachiopoda otu,NA,NA,NA,NA,NA,NA,NA
9412,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,blade_area,NA,NA,NA,21/12/2021,blade area,NA,NA,NA,NA,NA,NA,NA
9413,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,total_area,NA,NA,NA,21/12/2021,total area,NA,NA,NA,NA,NA,NA,NA
9414,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,for_standardizing,NA,NA,NA,21/12/2021,for standardizing,NA,NA,NA,NA,NA,NA,NA
9415,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,species_richness,0,NA,NA,21/12/2021,species richness,NA,NA,NA,NA,NA,NA,NA
